,cash,LQD,EFA,IEF,EEM,TLT,SHY,SPY
2007-06-28,0.0,0.0,0.0,0.0,0.0,0.0,1.074385540119224,1.055894486055595e-10
2007-06-29,0.0,0.0,0.0,0.0,0.0,0.0,1.0765345392060397,1.0562455404711606e-10
2007-07-02,0.0,0.0,0.0,0.0,0.0,0.0,1.0772353751024177,1.0836108894403623e-10
2007-07-03,0.0,0.0,0.0,0.0,0.0,0.0,1.0768309230878395,1.0875370394605368e-10
2007-07-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0753478911517795,1.0863950331572326e-10
2007-07-06,0.0,0.0,0.0,0.0,0.0,0.0,1.075213485972982,1.0921057236080221e-10
2007-07-09,0.0,0.0,0.0,0.0,0.0,0.0,1.0760227609455943,1.0929629238772287e-10
2007-07-10,0.0,0.0,0.0,0.0,0.0,0.0,1.078043537244663,1.0773999214494731e-10
2007-07-11,0.0,0.0,0.0,0.0,0.0,0.0,1.0775049273469244,1.0850385071418707e-10
2007-07-12,0.0,0.0,0.0,0.0,0.0,0.0,1.0768309230878397,1.1021717499329397e-10
2007-07-13,0.0,0.0,0.0,0.0,0.0,0.0,1.0773700275768525,1.1054555854705597e-10
2007-07-16,0.0,0.0,0.0,0.0,0.0,0.0,1.0784487311461528,1.1053127431639982e-10
2007-07-17,0.0,0.0,0.0,0.0,0.0,0.0,1.077774108647975,1.1047418132272649e-10
2007-07-18,0.0,0.0,0.0,0.0,0.0,0.0,1.0793916694106511,1.1027428262995107e-10
2007-07-19,0.0,0.0,0.0,0.0,0.0,0.0,1.0792575115274907,1.1070261919084669e-10
2007-07-20,0.0,0.0,0.0,0.0,0.0,0.0,1.081010095708057,1.0958182324951642e-10
2007-07-23,0.0,0.0,0.0,0.0,0.0,0.0,1.0802011916789005,1.0991738918681182e-10
2007-07-24,0.0,0.0,0.0,0.0,0.0,0.0,1.0812794006569264,1.0801128270503601e-10
2007-07-25,0.0,0.0,0.0,0.0,0.0,0.0,1.0820881810382645,1.0823260408304972e-10
2007-07-26,0.0,0.0,0.0,0.0,0.0,0.0,1.0846494219523504,1.0566971585076617e-10
2007-07-27,0.0,0.0,0.0,0.0,0.0,0.0,1.0858629016439039,1.0359229378051098e-10
2007-07-30,0.0,0.0,0.0,0.0,0.0,0.0,1.0845141512388228,1.0521281815005011e-10
2007-07-31,0.0,0.0,0.0,0.0,0.0,0.0,1.0862668590672078,1.0402776879598875e-10
2007-08-01,0.0,0.0,0.0,0.0,0.0,0.0,1.0852115249939354,1.0916342454106723e-10
2007-08-02,0.0,0.0,0.0,0.0,0.0,0.0,1.0857534733828047,1.1003567530320231e-10
2007-08-03,0.0,0.0,0.0,0.0,0.0,0.0,1.0884585167100456,1.0720281762259854e-10
2007-08-06,0.0,0.0,0.0,0.0,0.0,0.0,1.0871058095746973,1.0899944745317139e-10
2007-08-07,0.0,0.0,0.0,0.0,0.0,0.0,1.086159038227772,1.1016244082366269e-10
2007-08-08,0.0,0.0,0.0,0.0,0.0,0.0,1.0853469193552885,1.1169814623223609e-10
2007-08-09,0.0,0.0,0.0,0.0,0.0,0.0,1.0884585167100453,1.0838814405010218e-10
2007-08-10,0.0,0.0,0.0,0.0,0.0,0.0,1.0880530755128965,1.0788118900790407e-10
2007-08-13,0.0,0.0,0.0,0.0,0.0,0.0,1.0890014542814634,1.0826884836760863e-10
2007-08-14,0.0,0.0,0.0,0.0,0.0,0.0,1.0904893084825282,1.066138702136081e-10
2007-08-15,0.0,0.0,0.0,0.0,0.0,0.0,1.0919776572748672,1.0514519455882696e-10
2007-08-16,0.0,0.0,0.0,0.0,0.0,0.0,1.0941426069305173,1.0593545295416969e-10
2007-08-17,0.0,0.0,0.0,0.0,0.0,0.0,1.0950904911078099,1.0788118900790404e-10
2007-08-20,0.0,0.0,0.0,0.0,0.0,0.0,1.0964428272997024,1.0782899189040206e-10
2007-08-21,0.0,0.0,0.0,0.0,0.0,0.0,1.0979311760920414,1.0804520432424396e-10
2007-08-22,0.0,0.0,0.0,0.0,0.0,0.0,1.0964428272997024,1.0932747808585118e-10
2007-08-23,0.0,0.0,0.0,0.0,0.0,0.0,1.0957664737320283,1.0923051546036998e-10
2007-08-24,0.0,0.0,0.0,0.0,0.0,0.0,1.0937363001986384,1.1057987249559115e-10
2007-08-27,0.0,0.0,0.0,0.0,0.0,0.0,1.0952252672300702,1.0955107625508298e-10
2007-08-28,0.0,0.0,0.0,0.0,0.0,0.0,1.0980671886924878,1.0714314302144092e-10
2007-08-29,0.0,0.0,0.0,0.0,0.0,0.0,1.096713368726772,1.0924545513630361e-10
2007-08-30,0.0,0.0,0.0,0.0,0.0,0.0,1.0976608819606088,1.0895470488225859e-10
2007-08-31,0.0,0.0,0.0,0.0,0.0,0.0,1.0976608819606088,1.1002828192212358e-10
2007-09-04,0.0,0.0,0.0,0.0,0.0,0.0,1.0976069715760972,1.1041030532555966e-10
2007-09-05,0.0,0.0,0.0,0.0,0.0,0.0,1.1004592794554433,1.0945490580525478e-10
2007-09-06,0.0,0.0,0.0,0.0,0.0,0.0,1.0991003899290859,1.0970672889639664e-10
2007-09-07,0.0,0.0,0.0,0.0,0.0,0.0,1.1029034258856079,1.0818103218262478e-10
2007-09-10,0.0,0.0,0.0,0.0,0.0,0.0,1.103310845447878,1.0797369626783623e-10
2007-09-11,0.0,0.0,0.0,0.0,0.0,0.0,1.1016806726075234,1.0923270538574991e-10
2007-09-12,0.0,0.0,0.0,0.0,0.0,0.0,1.1026320189237924,1.0951415874408562e-10
2007-09-13,0.0,0.0,0.0,0.0,0.0,0.0,1.101002093379075,1.1028438618443189e-10
2007-09-14,0.0,0.0,0.0,0.0,0.0,0.0,1.1008662044264392,1.1027695772985215e-10
2007-09-17,0.0,0.0,0.0,0.0,0.0,0.0,1.1007305627694406,1.0968451189266888e-10
2007-09-18,0.0,0.0,0.0,0.0,0.0,0.0,1.1022248466571594,1.1291354260779584e-10
2007-09-19,0.0,0.0,0.0,0.0,0.0,0.0,1.1022248466571594,1.1358015905742407e-10
2007-09-20,0.0,0.0,0.0,0.0,0.0,0.0,1.0999154763492633,1.1278022539431566e-10
2007-09-21,0.0,0.0,0.0,0.0,0.0,0.0,1.1014098838848008,1.130846021431643e-10
2007-09-24,0.0,0.0,0.0,0.0,0.0,0.0,1.1026320189237924,1.1287627121043103e-10
2007-09-25,0.0,0.0,0.0,0.0,0.0,0.0,1.1035823760575123,1.126529922218563e-10
2007-09-26,0.0,0.0,0.0,0.0,0.0,0.0,1.1029034258856079,1.1324829398840765e-10
2007-09-27,0.0,0.0,0.0,0.0,0.0,0.0,1.1049410182882324,1.1391803980744985e-10
2007-09-28,0.0,0.0,0.0,0.0,0.0,0.0,1.1037191305448781,1.1353850502376835e-10
2007-10-01,0.0,0.0,0.0,0.0,0.0,0.0,1.1039503520334524,1.1104839764023134e-10
2007-10-02,0.0,0.0,0.0,0.0,0.0,0.0,1.1046318988095891,1.108972430406584e-10
2007-10-03,0.0,0.0,0.0,0.0,0.0,0.0,1.1044961335047636,1.1067414014461302e-10
2007-10-04,0.0,0.0,0.0,0.0,0.0,0.0,1.1050412967369818,1.1084684837925335e-10
2007-10-05,0.0,0.0,0.0,0.0,0.0,0.0,1.103813597546078,1.1216396354358218e-10
2007-10-08,0.0,0.0,0.0,0.0,0.0,0.0,1.1049042949539702,1.1156658845959736e-10
2007-10-09,0.0,0.0,0.0,0.0,0.0,0.0,1.1024500094025302,1.1261737591917709e-10
2007-10-10,0.0,0.0,0.0,0.0,0.0,0.0,1.1027236420250977,1.1243021778672571e-10
2007-10-11,0.0,0.0,0.0,0.0,0.0,0.0,1.1029959145216603,1.1189045129381063e-10
2007-10-12,0.0,0.0,0.0,0.0,0.0,0.0,1.1017685862742124,1.1250932124357842e-10
2007-10-15,0.0,0.0,0.0,0.0,0.0,0.0,1.1017685862742124,1.1155937452993268e-10
2007-10-16,0.0,0.0,0.0,0.0,0.0,0.0,1.1031330399524903,1.1067414014461303e-10
2007-10-17,0.0,0.0,0.0,0.0,0.0,0.0,1.1057222252740255,1.1101240879967402e-10
2007-10-18,0.0,0.0,0.0,0.0,0.0,0.0,1.10722145507458,1.1060937639316305e-10
2007-10-19,0.0,0.0,0.0,0.0,0.0,0.0,1.1100842730186824,1.0771624532807714e-10
2007-10-22,0.0,0.0,0.0,0.0,0.0,0.0,1.1091304537459832,1.0834235124599128e-10
2007-10-23,0.0,0.0,0.0,0.0,0.0,0.0,1.1092674555289948,1.0922040108628845e-10
2007-10-24,0.0,0.0,0.0,0.0,0.0,0.0,1.111447984810049,1.0901887386379213e-10
2007-10-25,0.0,0.0,0.0,0.0,0.0,0.0,1.1107668089773681,1.0927796560039485e-10
2007-10-26,0.0,0.0,0.0,0.0,0.0,0.0,1.1109025742821936,1.1055899642407912e-10
2007-10-29,0.0,0.0,0.0,0.0,0.0,0.0,1.1109025742821936,1.1092612079779884e-10
2007-10-30,0.0,0.0,0.0,0.0,0.0,0.0,1.1107668089773681,1.1015600809453146e-10
2007-10-31,0.0,0.0,0.0,0.0,0.0,0.0,1.1089941938498835,1.1130029013949051e-10
2007-11-01,0.0,0.0,0.0,0.0,0.0,0.0,1.1125939528541668,1.119178733546184e-10
2007-11-02,0.0,0.0,0.0,0.0,0.0,0.0,1.1139610031367109,1.1204385137330303e-10
2007-11-05,0.0,0.0,0.0,0.0,0.0,0.0,1.113824248649329,1.1119164090010322e-10
2007-11-06,0.0,0.0,0.0,0.0,0.0,0.0,1.1131409708036943,1.1268852147564308e-10
2007-11-07,0.0,0.0,0.0,0.0,0.0,0.0,1.1162870659003883,1.0960586091576116e-10
2007-11-08,0.0,0.0,0.0,0.0,0.0,0.0,1.118066481657994,1.090500599663197e-10
2007-11-09,0.0,0.0,0.0,0.0,0.0,0.0,1.1184776106548697,1.0755317939077984e-10
2007-11-12,0.0,0.0,0.0,0.0,0.0,0.0,1.1210763168585807,1.0648609149009319e-10
2007-11-13,0.0,0.0,0.0,0.0,0.0,0.0,1.1176554763089368,1.0973181624251809e-10
2007-11-14,0.0,0.0,0.0,0.0,0.0,0.0,1.1182033597931944,1.0942797133044591e-10
2007-11-15,0.0,0.0,0.0,0.0,0.0,0.0,1.1218982039088763,1.0784958891453818e-10
2007-11-16,0.0,0.0,0.0,0.0,0.0,0.0,1.1218982039088763,1.0803484581238413e-10
2007-11-19,0.0,0.0,0.0,0.0,0.0,0.0,1.1255923061376465,1.0653053741250635e-10
2007-11-20,0.0,0.0,0.0,0.0,0.0,0.0,1.125181424436408,1.0718264290316025e-10
2007-11-21,0.0,0.0,0.0,0.0,0.0,0.0,1.1287392667690708,1.0498920335057746e-10
2007-11-23,0.0,0.0,0.0,0.0,0.0,0.0,1.127508229086997,1.0680476935891357e-10
2007-11-26,0.0,0.0,0.0,0.0,0.0,0.0,1.130654695127147,1.0444826561378778e-10
2007-11-27,0.0,0.0,0.0,0.0,0.0,0.0,1.127234225520959,1.0564875179352111e-10
2007-11-28,0.0,0.0,0.0,0.0,0.0,0.0,1.1262769441092861,1.0902782187716137e-10
2007-11-29,0.0,0.0,0.0,0.0,0.0,0.0,1.1283287560112882,1.0906485510318839e-10
2007-11-30,0.0,0.0,0.0,0.0,0.0,0.0,1.1288758976086344,1.1016159378941955e-10
2007-12-03,0.0,0.0,0.0,0.0,0.0,0.0,1.1314302143067128,1.1381264756070905e-10
2007-12-04,0.0,0.0,0.0,0.0,0.0,0.0,1.131293336171505,1.127953644226676e-10
2007-12-05,0.0,0.0,0.0,0.0,0.0,0.0,1.131704094224947,1.1468352682239848e-10
2007-12-06,0.0,0.0,0.0,0.0,0.0,0.0,1.1293703652963893,1.1632505009820991e-10
2007-12-07,0.0,0.0,0.0,0.0,0.0,0.0,1.1281345053493228,1.1630193825098396e-10
2007-12-10,0.0,0.0,0.0,0.0,0.0,0.0,1.1273112581729778,1.1720361495375225e-10
2007-12-11,0.0,0.0,0.0,0.0,0.0,0.0,1.1314302143067125,1.1398993540990282e-10
2007-12-12,0.0,0.0,0.0,0.0,0.0,0.0,1.1285463762331327,1.1511506072412554e-10
2007-12-13,0.0,0.0,0.0,0.0,0.0,0.0,1.1268992636413495,1.148761465266785e-10
2007-12-14,0.0,0.0,0.0,0.0,0.0,0.0,1.1241532928855265,1.1341964389305712e-10
2007-12-17,0.0,0.0,0.0,0.0,0.0,0.0,1.1274487545472789,1.1180121673142383e-10
2007-12-18,0.0,0.0,0.0,0.0,0.0,0.0,1.1267618909148673,1.1242545686919383e-10
2007-12-19,0.0,0.0,0.0,0.0,0.0,0.0,1.129644863453717,1.1242545686919383e-10
2007-12-20,0.0,0.0,0.0,0.0,0.0,0.0,1.1304693471082483,1.1313447453506258e-10
2007-12-21,0.0,0.0,0.0,0.0,0.0,0.0,1.1286839962552526,1.1476534653750986e-10
2007-12-24,0.0,0.0,0.0,0.0,0.0,0.0,1.1277227581133322,1.1561757427102615e-10
2007-12-26,0.0,0.0,0.0,0.0,0.0,0.0,1.1266235290058364,1.1586549563834172e-10
2007-12-27,0.0,0.0,0.0,0.0,0.0,0.0,1.1290896847481318,1.144089064729574e-10
2007-12-28,0.0,0.0,0.0,0.0,0.0,0.0,1.1304672450953321,1.1412224247542134e-10
2007-12-31,0.0,0.0,0.0,0.0,0.0,0.0,1.132259025634896,1.1327777900099696e-10
2008-01-02,0.0,0.0,0.0,0.0,0.0,0.0,1.1343254280435817,1.1410388243890177e-10
2008-01-03,0.0,0.0,0.0,0.0,0.0,0.0,1.1361169612876092,1.1404881263105568e-10
2008-01-04,0.0,0.0,0.0,0.0,0.0,0.0,1.1377698853269604,1.1125385800688989e-10
2008-01-07,0.0,0.0,0.0,0.0,0.0,0.0,1.1370799304990447,1.1115938638704304e-10
2008-01-08,0.0,0.0,0.0,0.0,0.0,0.0,1.138733472777489,1.0936433767732325e-10
2008-01-09,0.0,0.0,0.0,0.0,0.0,0.0,1.1381831163367981,1.1051380100721302e-10
2008-01-10,0.0,0.0,0.0,0.0,0.0,0.0,1.1381831163367981,1.1123811806616571e-10
2008-01-11,0.0,0.0,0.0,0.0,0.0,0.0,1.141352086280285,1.103405657327418e-10
2008-01-14,0.0,0.0,0.0,0.0,0.0,0.0,1.1417644517553924,1.1123027607436763e-10
2008-01-15,0.0,0.0,0.0,0.0,0.0,0.0,1.1427289047406513,1.0878173604201626e-10
2008-01-16,0.0,0.0,0.0,0.0,0.0,0.0,1.1436933577259103,1.0784482985984417e-10
2008-01-17,0.0,0.0,0.0,0.0,0.0,0.0,1.1456227582877023,1.050499072111801e-10
2008-01-18,0.0,0.0,0.0,0.0,0.0,0.0,1.1465862220904122,1.0397129359923773e-10
2008-01-22,0.0,0.0,0.0,0.0,0.0,0.0,1.1514073741863387,1.029163258708211e-10
2008-01-23,0.0,0.0,0.0,0.0,0.0,0.0,1.1508552866761872,1.0538845582957015e-10
2008-01-24,0.0,0.0,0.0,0.0,0.0,0.0,1.147274816792323,1.062780942263171e-10
2008-01-25,0.0,0.0,0.0,0.0,0.0,0.0,1.1503046829398593,1.047428624558647e-10
2008-01-28,0.0,0.0,0.0,0.0,0.0,0.0,1.1497549447382618,1.0647492742106147e-10
2008-01-29,0.0,0.0,0.0,0.0,0.0,0.0,1.1490664736841694,1.0700245924852238e-10
2008-01-30,0.0,0.0,0.0,0.0,0.0,0.0,1.149891946521296,1.0621513446342036e-10
2008-01-31,0.0,0.0,0.0,0.0,0.0,0.0,1.1509942668243194,1.0815191458453673e-10
2008-02-01,0.0,0.0,0.0,0.0,0.0,0.0,1.152251641552714,1.159071132474966e-10
2008-02-04,0.0,0.0,0.0,0.0,0.0,0.0,1.1523903744052164,1.1444555623708696e-10
2008-02-05,0.0,0.0,0.0,0.0,0.0,0.0,1.1550140574687147,1.1138139259742936e-10
2008-02-06,0.0,0.0,0.0,0.0,0.0,0.0,1.1554291431958539,1.1048461583197655e-10
2008-02-07,0.0,0.0,0.0,0.0,0.0,0.0,1.1539075331397999,1.1121533531707665e-10
2008-02-08,0.0,0.0,0.0,0.0,0.0,0.0,1.1559804888191227,1.1050116675562885e-10
2008-02-11,0.0,0.0,0.0,0.0,0.0,0.0,1.1563956981940806,1.1106584582326333e-10
2008-02-12,0.0,0.0,0.0,0.0,0.0,0.0,1.1568101656821266,1.1209553586454653e-10
2008-02-13,0.0,0.0,0.0,0.0,0.0,0.0,1.1572233966919863,1.1324147021779838e-10
2008-02-14,0.0,0.0,0.0,0.0,0.0,0.0,1.1563956981940808,1.1224505065269043e-10
2008-02-15,0.0,0.0,0.0,0.0,0.0,0.0,1.1551524193777618,1.1222010201128075e-10
2008-02-19,0.0,0.0,0.0,0.0,0.0,0.0,1.1543232371060328,1.125356572168903e-10
2008-02-20,0.0,0.0,0.0,0.0,0.0,0.0,1.1529415963806673,1.12867856092031e-10
2008-02-21,0.0,0.0,0.0,0.0,0.0,0.0,1.1561188507281697,1.119294195640891e-10
2008-02-22,0.0,0.0,0.0,0.0,0.0,0.0,1.1548755719118506,1.1261872379856254e-10
2008-02-25,0.0,0.0,0.0,0.0,0.0,0.0,1.153080823824444,1.140386969294749e-10
2008-02-26,0.0,0.0,0.0,0.0,0.0,0.0,1.154737951889716,1.1489400785563982e-10
2008-02-27,0.0,0.0,0.0,0.0,0.0,0.0,1.1561188507281699,1.1477772981789705e-10
2008-02-28,0.0,0.0,0.0,0.0,0.0,0.0,1.1588816375876265,1.1365672724316781e-10
2008-02-29,0.0,0.0,0.0,0.0,0.0,0.0,1.162886466785216,1.1112400592074356e-10
2008-03-03,0.0,0.0,0.0,0.0,0.0,0.0,1.1629282598092423,1.1698109392735236e-10
2008-03-04,0.0,0.0,0.0,0.0,0.0,0.0,1.1626522778780468,1.1653422704787104e-10
2008-03-05,0.0,0.0,0.0,0.0,0.0,0.0,1.1619597264458668,1.1727022372033817e-10
2008-03-06,0.0,0.0,0.0,0.0,0.0,0.0,1.1654193924113014,1.1484301749930636e-10
2008-03-07,0.0,0.0,0.0,0.0,0.0,0.0,1.1648663157185426,1.1366006497613193e-10
2008-03-10,0.0,0.0,0.0,0.0,0.0,0.0,1.1661115729000253,1.1216161158859866e-10
2008-03-11,0.0,0.0,0.0,0.0,0.0,0.0,1.1602990125937669,1.1619247077473288e-10
2008-03-12,0.0,0.0,0.0,0.0,0.0,0.0,1.1640357733207647,1.1510589188351286e-10
2008-03-13,0.0,0.0,0.0,0.0,0.0,0.0,1.1634815837976382,1.1536000260196278e-10
2008-03-14,0.0,0.0,0.0,0.0,0.0,0.0,1.1669419916499846,1.1357248170130186e-10
2008-03-17,0.0,0.0,0.0,0.0,0.0,0.0,1.1695721044001903,1.1242453935554071e-10
2008-03-18,0.0,0.0,0.0,0.0,0.0,0.0,1.165419392411301,1.1709500378794248e-10
2008-03-19,0.0,0.0,0.0,0.0,0.0,0.0,1.1666645259449653,1.1419458630742407e-10
2008-03-20,0.0,0.0,0.0,0.0,0.0,0.0,1.1652809068544288,1.1630979713039966e-10
2008-03-24,0.0,0.0,0.0,0.0,0.0,0.0,1.1604373745028203,1.1863455298474435e-10
2008-03-25,0.0,0.0,0.0,0.0,0.0,0.0,1.1612679169005982,1.18749023364058e-10
2008-03-26,0.0,0.0,0.0,0.0,0.0,0.0,1.1637594204461132,1.172960520672329e-10
2008-03-27,0.0,0.0,0.0,0.0,0.0,0.0,1.1650052958666892,1.1692623426942856e-10
2008-03-28,0.0,0.0,0.0,0.0,0.0,0.0,1.1655578779681732,1.1580783926780705e-10
2008-03-31,0.0,0.0,0.0,0.0,0.0,0.0,1.165834849081918,1.1621293415670252e-10
2008-04-01,0.0,0.0,0.0,0.0,0.0,0.0,1.16161821124162,1.1684931373089935e-10
2008-04-02,0.0,0.0,0.0,0.0,0.0,0.0,1.1606486886956362,1.169262447764533e-10
2008-04-03,0.0,0.0,0.0,0.0,0.0,0.0,1.1598165388761654,1.17217082499108e-10
2008-04-04,0.0,0.0,0.0,0.0,0.0,0.0,1.1618959242422935,1.1708880071521645e-10
2008-04-07,0.0,0.0,0.0,0.0,0.0,0.0,1.1596774350801915,1.171486724612957e-10
2008-04-08,0.0,0.0,0.0,0.0,0.0,0.0,1.1603712229906002,1.1702898082111124e-10
2008-04-09,0.0,0.0,0.0,0.0,0.0,0.0,1.1625897121527022,1.1618214302231593e-10
2008-04-10,0.0,0.0,0.0,0.0,0.0,0.0,1.1621732662995108,1.1634466439309635e-10
2008-04-11,0.0,0.0,0.0,0.0,0.0,0.0,1.1641151552913072,1.1408655413158031e-10
2008-04-14,0.0,0.0,0.0,0.0,0.0,0.0,1.1634217383243544,1.1370161371795314e-10
2008-04-15,0.0,0.0,0.0,0.0,0.0,0.0,1.1618959242422935,1.1396678471343471e-10
2008-04-16,0.0,0.0,0.0,0.0,0.0,0.0,1.1594008349098859,1.1705466483227569e-10
2008-04-17,0.0,0.0,0.0,0.0,0.0,0.0,1.1573194711786596,1.1722566400081934e-10
2008-04-18,0.0,0.0,0.0,0.0,0.0,0.0,1.1566267960986187,1.184487656495779e-10
2008-04-21,0.0,0.0,0.0,0.0,0.0,0.0,1.1555165623350188,1.185087151736183e-10
2008-04-22,0.0,0.0,0.0,0.0,0.0,0.0,1.1559322663012983,1.1798687690640544e-10
2008-04-23,0.0,0.0,0.0,0.0,0.0,0.0,1.1559322663012983,1.1779875794441733e-10
2008-04-24,0.0,0.0,0.0,0.0,0.0,0.0,1.1527433890584822,1.1831197149994035e-10
2008-04-25,0.0,0.0,0.0,0.0,0.0,0.0,1.1528812563762696,1.1940682593279007e-10
2008-04-28,0.0,0.0,0.0,0.0,0.0,0.0,1.1541303466402064,1.1943245809198047e-10
2008-04-29,0.0,0.0,0.0,0.0,0.0,0.0,1.1538526336395332,1.1896201377308363e-10
2008-04-30,0.0,0.0,0.0,0.0,0.0,0.0,1.1560713700972725,1.1826062076160273e-10
2008-05-01,0.0,0.0,0.0,0.0,0.0,0.0,1.1540151069447888,1.1608450347679738e-10
2008-05-02,0.0,0.0,0.0,0.0,0.0,0.0,1.1524863253149855,1.1640535168802295e-10
2008-05-05,0.0,0.0,0.0,0.0,0.0,0.0,1.153736775705005,1.1584590975971763e-10
2008-05-06,0.0,0.0,0.0,0.0,0.0,0.0,1.1544318000936433,1.168494694412482e-10
2008-05-07,0.0,0.0,0.0,0.0,0.0,0.0,1.1558213542796454,1.1476835677098485e-10
2008-05-08,0.0,0.0,0.0,0.0,0.0,0.0,1.1567934734298808,1.1447220901005749e-10
2008-05-09,0.0,0.0,0.0,0.0,0.0,0.0,1.1572112794091032,1.1425832405432921e-10
2008-05-12,0.0,0.0,0.0,0.0,0.0,0.0,1.1549879679819364,1.1554159223343255e-10
2008-05-13,0.0,0.0,0.0,0.0,0.0,0.0,1.1530417513163667,1.1555804811889368e-10
2008-05-14,0.0,0.0,0.0,0.0,0.0,0.0,1.1522088596099322,1.1579655041438753e-10
2008-05-15,0.0,0.0,0.0,0.0,0.0,0.0,1.1531817206470796,1.1724436913704882e-10
2008-05-16,0.0,0.0,0.0,0.0,0.0,0.0,1.1534593099999515,1.1735127421517326e-10
2008-05-19,0.0,0.0,0.0,0.0,0.0,0.0,1.1547097603899708,1.1767209749323904e-10
2008-05-20,0.0,0.0,0.0,0.0,0.0,0.0,1.1563775221679378,1.1671788053493204e-10
2008-05-21,0.0,0.0,0.0,0.0,0.0,0.0,1.1551259589475504,1.1474364800963337e-10
2008-05-22,0.0,0.0,0.0,0.0,0.0,0.0,1.151930899313604,1.147601038950945e-10
2008-05-23,0.0,0.0,0.0,0.0,0.0,0.0,1.154154458036408,1.1322187753503619e-10
2008-05-27,0.0,0.0,0.0,0.0,0.0,0.0,1.1529037603507513,1.140609282282751e-10
2008-05-28,0.0,0.0,0.0,0.0,0.0,0.0,1.1508183162413805,1.1458739189723207e-10
2008-05-29,0.0,0.0,0.0,0.0,0.0,0.0,1.150401994035982,1.1516317335625283e-10
2008-05-30,0.0,0.0,0.0,0.0,0.0,0.0,1.1520700031095865,1.1545111810760942e-10
2008-06-02,0.0,0.0,0.0,0.0,0.0,0.0,1.1543411663076668,1.1611730238819455e-10
2008-06-03,0.0,0.0,0.0,0.0,0.0,0.0,1.156012884815925,1.154401899592522e-10
2008-06-04,0.0,0.0,0.0,0.0,0.0,0.0,1.1555935950628553,1.1538168262088e-10
2008-06-05,0.0,0.0,0.0,0.0,0.0,0.0,1.1540617222374994,1.1768895122534546e-10
2008-06-06,0.0,0.0,0.0,0.0,0.0,0.0,1.155593595062855,1.1393541027150111e-10
2008-06-09,0.0,0.0,0.0,0.0,0.0,0.0,1.1497431985230446,1.1421129091149692e-10
2008-06-10,0.0,0.0,0.0,0.0,0.0,0.0,1.1470962696690294,1.1364284824081885e-10
2008-06-11,0.0,0.0,0.0,0.0,0.0,0.0,1.1490469376561805,1.1197084077878871e-10
2008-06-12,0.0,0.0,0.0,0.0,0.0,0.0,1.143472523047615,1.1239722557100828e-10
2008-06-13,0.0,0.0,0.0,0.0,0.0,0.0,1.1447271774635395,1.1381838714848296e-10
2008-06-16,0.0,0.0,0.0,0.0,0.0,0.0,1.1454239329216782,1.1388527319043034e-10
2008-06-17,0.0,0.0,0.0,0.0,0.0,0.0,1.1476528085008102,1.1333352035671248e-10
2008-06-18,0.0,0.0,0.0,0.0,0.0,0.0,1.1487678645294694,1.1223001468927676e-10
2008-06-19,0.0,0.0,0.0,0.0,0.0,0.0,1.1465386180068815,1.1237209790655654e-10
2008-06-20,0.0,0.0,0.0,0.0,0.0,0.0,1.1486288843812975,1.1054814197948875e-10
2008-06-23,0.0,0.0,0.0,0.0,0.0,0.0,1.1473746009088293,1.104389569985248e-10
2008-06-24,0.0,0.0,0.0,0.0,0.0,0.0,1.14946350715724,1.1022048568131169e-10
2008-06-25,0.0,0.0,0.0,0.0,0.0,0.0,1.1503004792417373,1.1074140116951245e-10
2008-06-26,0.0,0.0,0.0,0.0,0.0,0.0,1.153643792610435,1.0773362395777478e-10
2008-06-27,0.0,0.0,0.0,0.0,0.0,0.0,1.1542016915682205,1.071454930229498e-10
2008-06-30,0.0,0.0,0.0,0.0,0.0,0.0,1.1548978287872658,1.0752356512923192e-10
2008-07-01,0.0,0.0,0.0,0.0,0.0,0.0,1.1546049071635502,1.1614383256628105e-10
2008-07-02,0.0,0.0,0.0,0.0,0.0,0.0,1.154744258255185,1.14153511602301e-10
2008-07-03,0.0,0.0,0.0,0.0,0.0,0.0,1.1566999958030004,1.1427114624063051e-10
2008-07-07,0.0,0.0,0.0,0.0,0.0,0.0,1.157398729626273,1.1310405856012014e-10
2008-07-08,0.0,0.0,0.0,0.0,0.0,0.0,1.1575388226048198,1.1511250584497468e-10
2008-07-09,0.0,0.0,0.0,0.0,0.0,0.0,1.1594941892091792,1.1289602878723385e-10
2008-07-10,0.0,0.0,0.0,0.0,0.0,0.0,1.1580974634495458,1.133573904927033e-10
2008-07-11,0.0,0.0,0.0,0.0,0.0,0.0,1.1557219415573645,1.1203656105200101e-10
2008-07-14,0.0,0.0,0.0,0.0,0.0,0.0,1.1583771548153645,1.1102330608161168e-10
2008-07-15,0.0,0.0,0.0,0.0,0.0,0.0,1.1600530773495423,1.0945817603628828e-10
2008-07-16,0.0,0.0,0.0,0.0,0.0,0.0,1.1589346828297225,1.121451188874039e-10
2008-07-17,0.0,0.0,0.0,0.0,0.0,0.0,1.157258636647726,1.1326694078818905e-10
2008-07-18,0.0,0.0,0.0,0.0,0.0,0.0,1.155163795303913,1.1397259400328669e-10
2008-07-21,0.0,0.0,0.0,0.0,0.0,0.0,1.1557219415573643,1.1403592243893602e-10
2008-07-22,0.0,0.0,0.0,0.0,0.0,0.0,1.1547442582551846,1.1532962151578051e-10
2008-07-23,0.0,0.0,0.0,0.0,0.0,0.0,1.1541852464670026,1.1595385635432596e-10
