,cash,LQD,EFA,IEF,EEM,TLT,SHY,SPY
2013-02-27,0.0,0.0,0.0,0.0,0.0,0.0,1.261173133050689,1.2732017299002045e-10
2013-02-28,0.0,0.0,0.0,0.0,0.0,0.0,1.2610243847243565,1.270687400587384e-10
2013-03-01,0.0,0.0,0.0,0.0,0.0,0.0,1.2612930715089496,1.2687579136851464e-10
2013-03-04,0.0,0.0,0.0,0.0,0.0,0.0,1.2611438285913321,1.275514057904482e-10
2013-03-05,0.0,0.0,0.0,0.0,0.0,0.0,1.2609943383780766,1.2869404977163438e-10
2013-03-06,0.0,0.0,0.0,0.0,0.0,0.0,1.2608450954604593,1.288692884017163e-10
2013-03-07,0.0,0.0,0.0,0.0,0.0,0.0,1.2605451258513956,1.2910284875705913e-10
2013-03-08,0.0,0.0,0.0,0.0,0.0,0.0,1.2606953579515654,1.2965335783710066e-10
2013-03-11,0.0,0.0,0.0,0.0,0.0,0.0,1.2605451258513953,1.3014545404044819e-10
2013-03-12,0.0,0.0,0.0,0.0,0.0,0.0,1.260845095460459,1.2985348080841138e-10
2013-03-13,0.0,0.0,0.0,0.0,0.0,0.0,1.2605451258513953,1.300369990269974e-10
2013-03-14,0.0,0.0,0.0,0.0,0.0,0.0,1.2605451258513953,1.3072937012071079e-10
2013-03-15,0.0,0.0,0.0,0.0,0.0,0.0,1.2609943383780764,1.305567141145659e-10
2013-03-18,0.0,0.0,0.0,0.0,0.0,0.0,1.2612930715089496,1.298361772280331e-10
2013-03-19,0.0,0.0,0.0,0.0,0.0,0.0,1.2611438285913321,1.2953461790361814e-10
2013-03-20,0.0,0.0,0.0,0.0,0.0,0.0,1.2609943383780766,1.3043944779591806e-10
2013-03-21,0.0,0.0,0.0,0.0,0.0,0.0,1.2611438285913321,1.2932512152660644e-10
2013-03-22,0.0,0.0,0.0,0.0,0.0,0.0,1.260845095460459,1.3036401998505054e-10
2013-03-25,0.0,0.0,0.0,0.0,0.0,0.0,1.260845095460459,1.2981945094006425e-10
2013-03-26,0.0,0.0,0.0,0.0,0.0,0.0,1.2609943383780766,1.3085837978231938e-10
2013-03-27,0.0,0.0,0.0,0.0,0.0,0.0,1.2612930715089499,1.3085837978231938e-10
2013-03-28,0.0,0.0,0.0,0.0,0.0,0.0,1.2614421907787483,1.3126055509694087e-10
2013-04-01,0.0,0.0,0.0,0.0,0.0,0.0,1.261562129240258,1.2690285638088538e-10
2013-04-02,0.0,0.0,0.0,0.0,0.0,0.0,1.261562129240258,1.2752902676255394e-10
2013-04-03,0.0,0.0,0.0,0.0,0.0,0.0,1.2614127626748122,1.2623601677557695e-10
2013-04-04,0.0,0.0,0.0,0.0,0.0,0.0,1.2618603677798728,1.2674830448350716e-10
2013-04-05,0.0,0.0,0.0,0.0,0.0,0.0,1.2618603677798728,1.2617908281166348e-10
2013-04-08,0.0,0.0,0.0,0.0,0.0,0.0,1.2615621292402577,1.270329743030746e-10
2013-04-09,0.0,0.0,0.0,0.0,0.0,0.0,1.2615621292402577,1.2747209279864047e-10
2013-04-10,0.0,0.0,0.0,0.0,0.0,0.0,1.2615621292402577,1.2903350786491122e-10
2013-04-11,0.0,0.0,0.0,0.0,0.0,0.0,1.2615621292402577,1.2945630263655783e-10
2013-04-12,0.0,0.0,0.0,0.0,0.0,0.0,1.2617111248622461,1.2913923604964568e-10
2013-04-15,0.0,0.0,0.0,0.0,0.0,0.0,1.2618603677798725,1.2614653858520477e-10
2013-04-16,0.0,0.0,0.0,0.0,0.0,0.0,1.2618603677798725,1.2800881448175964e-10
2013-04-17,0.0,0.0,0.0,0.0,0.0,0.0,1.2618603677798725,1.2613842833393505e-10
2013-04-18,0.0,0.0,0.0,0.0,0.0,0.0,1.2618603677798725,1.2534962529544133e-10
2013-04-19,0.0,0.0,0.0,0.0,0.0,0.0,1.2618603677798725,1.2643931865604194e-10
2013-04-22,0.0,0.0,0.0,0.0,0.0,0.0,1.2620103525844137,1.2700043007661593e-10
2013-04-23,0.0,0.0,0.0,0.0,0.0,0.0,1.2618603677798725,1.2830971954977796e-10
2013-04-24,0.0,0.0,0.0,0.0,0.0,0.0,1.2620103525844137,1.2839104325114625e-10
2013-04-25,0.0,0.0,0.0,0.0,0.0,0.0,1.2618603677798725,1.2891147070216897e-10
2013-04-26,0.0,0.0,0.0,0.0,0.0,0.0,1.2621597191498595,1.2868377908424923e-10
2013-04-29,0.0,0.0,0.0,0.0,0.0,0.0,1.262457586746017,1.2954576608101868e-10
2013-04-30,0.0,0.0,0.0,0.0,0.0,0.0,1.2623089620674859,1.298548403839523e-10
2013-05-01,0.0,0.0,0.0,0.0,0.0,0.0,1.2625626874671774,1.2700350437437577e-10
2013-05-02,0.0,0.0,0.0,0.0,0.0,0.0,1.26241369184518,1.2818309154915833e-10
2013-05-03,0.0,0.0,0.0,0.0,0.0,0.0,1.2619650975575403,1.2948293192783833e-10
2013-05-06,0.0,0.0,0.0,0.0,0.0,0.0,1.2619650975575403,1.298118859129463e-10
2013-05-07,0.0,0.0,0.0,0.0,0.0,0.0,1.2619650975575403,1.3046986663162196e-10
2013-05-08,0.0,0.0,0.0,0.0,0.0,0.0,1.2621142168273567,1.310636541094512e-10
2013-05-09,0.0,0.0,0.0,0.0,0.0,0.0,1.2619650975575403,1.3069454297458437e-10
2013-05-10,0.0,0.0,0.0,0.0,0.0,0.0,1.2618158546399048,1.3111983047003776e-10
2013-05-13,0.0,0.0,0.0,0.0,0.0,0.0,1.2615171215089958,1.3122415176125914e-10
2013-05-14,0.0,0.0,0.0,0.0,0.0,0.0,1.2615171215089958,1.3258021214960155e-10
2013-05-15,0.0,0.0,0.0,0.0,0.0,0.0,1.261666364426631,1.3329435467917182e-10
2013-05-16,0.0,0.0,0.0,0.0,0.0,0.0,1.26196509755754,1.3266849968030326e-10
2013-05-17,0.0,0.0,0.0,0.0,0.0,0.0,1.261666364426631,1.3395232084815554e-10
2013-05-20,0.0,0.0,0.0,0.0,0.0,0.0,1.2618158546399048,1.3394428941820377e-10
2013-05-21,0.0,0.0,0.0,0.0,0.0,0.0,1.2618158546399048,1.3413686914074298e-10
2013-05-22,0.0,0.0,0.0,0.0,0.0,0.0,1.261367260352265,1.331418739076237e-10
2013-05-23,0.0,0.0,0.0,0.0,0.0,0.0,1.2616663644266313,1.3275680176069692e-10
2013-05-24,0.0,0.0,0.0,0.0,0.0,0.0,1.261367260352265,1.326443471916802e-10
2013-05-28,0.0,0.0,0.0,0.0,0.0,0.0,1.2604706900160807,1.3343878947107626e-10
2013-05-29,0.0,0.0,0.0,0.0,0.0,0.0,1.2604706900160807,1.325721807196498e-10
2013-05-30,0.0,0.0,0.0,0.0,0.0,0.0,1.2607688049078942,1.330616905553335e-10
2013-05-31,0.0,0.0,0.0,0.0,0.0,0.0,1.2606205511728115,1.3115191254076907e-10
2013-06-03,0.0,0.0,0.0,0.0,0.0,0.0,1.2610231485499195,1.2684863932129494e-10
2013-06-04,0.0,0.0,0.0,0.0,0.0,0.0,1.2610231485499195,1.2623892298122163e-10
2013-06-05,0.0,0.0,0.0,0.0,0.0,0.0,1.2611737515935741,1.2447143695954097e-10
2013-06-06,0.0,0.0,0.0,0.0,0.0,0.0,1.2610231485499195,1.2559830516571148e-10
2013-06-07,0.0,0.0,0.0,0.0,0.0,0.0,1.2608746475191892,1.2719597302482385e-10
2013-06-10,0.0,0.0,0.0,0.0,0.0,0.0,1.2604264241749787,1.2719597302482385e-10
2013-06-11,0.0,0.0,0.0,0.0,0.0,0.0,1.2602764393704196,1.258838499136001e-10
2013-06-12,0.0,0.0,0.0,0.0,0.0,0.0,1.260127196452775,1.248419327744141e-10
2013-06-13,0.0,0.0,0.0,0.0,0.0,0.0,1.26072466271463,1.2674059611913353e-10
2013-06-14,0.0,0.0,0.0,0.0,0.0,0.0,1.261621480346508,1.2594559688354005e-10
2013-06-17,0.0,0.0,0.0,0.0,0.0,0.0,1.261621480346508,1.2691805567916037e-10
2013-06-18,0.0,0.0,0.0,0.0,0.0,0.0,1.261621480346508,1.2792147193115128e-10
2013-06-19,0.0,0.0,0.0,0.0,0.0,0.0,1.2601271964527747,1.2615398590947063e-10
2013-06-20,0.0,0.0,0.0,0.0,0.0,0.0,1.2599768407047582,1.230281085348116e-10
2013-06-21,0.0,0.0,0.0,0.0,0.0,0.0,1.2589310274508736,1.2342306801773887e-10
2013-06-24,0.0,0.0,0.0,0.0,0.0,0.0,1.2583335611890185,1.218635511649856e-10
2013-06-25,0.0,0.0,0.0,0.0,0.0,0.0,1.2581848128626503,1.2303517612769914e-10
2013-06-26,0.0,0.0,0.0,0.0,0.0,0.0,1.258781908181048,1.2425332124636921e-10
2013-06-27,0.0,0.0,0.0,0.0,0.0,0.0,1.2595297301909198,1.249827108275931e-10
2013-06-28,0.0,0.0,0.0,0.0,0.0,0.0,1.2593799926819988,1.244705412646008e-10
2013-07-01,0.0,0.0,0.0,0.0,0.0,0.0,1.259933811335254,1.2673906088603683e-10
2013-07-02,0.0,0.0,0.0,0.0,0.0,0.0,1.2600823123659926,1.2662123157420613e-10
2013-07-03,0.0,0.0,0.0,0.0,0.0,0.0,1.2599338113352538,1.2667618647388046e-10
2013-07-05,0.0,0.0,0.0,0.0,0.0,0.0,1.2585872865852596,1.2804290448666262e-10
2013-07-08,0.0,0.0,0.0,0.0,0.0,0.0,1.259484104217189,1.2877332721481656e-10
2013-07-09,0.0,0.0,0.0,0.0,0.0,0.0,1.259334984947355,1.2970020768820995e-10
2013-07-10,0.0,0.0,0.0,0.0,0.0,0.0,1.259334984947355,1.297472997445434e-10
2013-07-11,0.0,0.0,0.0,0.0,0.0,0.0,1.2603816637360326,1.3151458358186586e-10
2013-07-12,0.0,0.0,0.0,0.0,0.0,0.0,1.2596339653739375,1.3156952431425489e-10
2013-07-15,0.0,0.0,0.0,0.0,0.0,0.0,1.2602311843401883,1.3207222209851477e-10
2013-07-16,0.0,0.0,0.0,0.0,0.0,0.0,1.2603816637360326,1.3157740132488107e-10
2013-07-17,0.0,0.0,0.0,0.0,0.0,0.0,1.2608297634324495,1.319151494064062e-10
2013-07-18,0.0,0.0,0.0,0.0,0.0,0.0,1.2606807678104344,1.3263769512393398e-10
2013-07-19,0.0,0.0,0.0,0.0,0.0,0.0,1.2612774921854089,1.3287335374759541e-10
2013-07-22,0.0,0.0,0.0,0.0,0.0,0.0,1.2612774921854089,1.3313255839942357e-10
2013-07-23,0.0,0.0,0.0,0.0,0.0,0.0,1.2611292384503086,1.328498360539993e-10
2013-07-24,0.0,0.0,0.0,0.0,0.0,0.0,1.2605302884145904,1.3236282145456528e-10
2013-07-25,0.0,0.0,0.0,0.0,0.0,0.0,1.261277492185409,1.3268487218397923e-10
2013-07-26,0.0,0.0,0.0,0.0,0.0,0.0,1.2614278479334342,1.32826261691262e-10
2013-07-29,0.0,0.0,0.0,0.0,0.0,0.0,1.261277492185409,1.324178471906661e-10
2013-07-30,0.0,0.0,0.0,0.0,0.0,0.0,1.2614278479334342,1.324178471906661e-10
2013-07-31,0.0,0.0,0.0,0.0,0.0,0.0,1.2614278479334342,1.325121021397595e-10
2013-08-01,0.0,0.0,0.0,0.0,0.0,0.0,1.2609495782494975,1.2684123874937544e-10
2013-08-02,0.0,0.0,0.0,0.0,0.0,0.0,1.261845653994569,1.2705678122794145e-10
2013-08-05,0.0,0.0,0.0,0.0,0.0,0.0,1.2616966583725446,1.2687097336919504e-10
2013-08-06,0.0,0.0,0.0,0.0,0.0,0.0,1.2615467972157863,1.2615000938394803e-10
2013-08-07,0.0,0.0,0.0,0.0,0.0,0.0,1.2618456539945688,1.257412320947059e-10
2013-08-08,0.0,0.0,0.0,0.0,0.0,0.0,1.2618456539945688,1.2620209188980874e-10
2013-08-09,0.0,0.0,0.0,0.0,0.0,0.0,1.261546797215786,1.258378897181952e-10
2013-08-12,0.0,0.0,0.0,0.0,0.0,0.0,1.261546797215786,1.2568925683724848e-10
2013-08-13,0.0,0.0,0.0,0.0,0.0,0.0,1.2609495782494973,1.2606084574264047e-10
2013-08-14,0.0,0.0,0.0,0.0,0.0,0.0,1.2609495782494973,1.2541424511904328e-10
2013-08-15,0.0,0.0,0.0,0.0,0.0,0.0,1.260500613018318,1.2366018407674604e-10
2013-08-16,0.0,0.0,0.0,0.0,0.0,0.0,1.260650350527257,1.2325144700565518e-10
2013-08-19,0.0,0.0,0.0,0.0,0.0,0.0,1.2603513701006552,1.224635734227889e-10
2013-08-20,0.0,0.0,0.0,0.0,0.0,0.0,1.260650350527257,1.2306561233480794e-10
2013-08-21,0.0,0.0,0.0,0.0,0.0,0.0,1.2599031467563908,1.2230745996571083e-10
2013-08-22,0.0,0.0,0.0,0.0,0.0,0.0,1.259454305173031,1.2342233393029017e-10
2013-08-23,0.0,0.0,0.0,0.0,0.0,0.0,1.259454305173031,1.2383853817146196e-10
2013-08-26,0.0,0.0,0.0,0.0,0.0,0.0,1.2599031467563908,1.2337774540661118e-10
2013-08-27,0.0,0.0,0.0,0.0,0.0,0.0,1.260500613018318,1.213933282000398e-10
2013-08-28,0.0,0.0,0.0,0.0,0.0,0.0,1.259753532895271,1.2182439975112142e-10
2013-08-29,0.0,0.0,0.0,0.0,0.0,0.0,1.2600523896740536,1.220176077496967e-10
2013-08-30,0.0,0.0,0.0,0.0,0.0,0.0,1.2602021271829926,1.2163111131624366e-10
2013-09-03,0.0,0.0,0.0,0.0,0.0,0.0,1.2597229919524817,1.2671785417632812e-10
2013-09-04,0.0,0.0,0.0,0.0,0.0,0.0,1.2585279357807433,1.2776616114928792e-10
2013-09-05,0.0,0.0,0.0,0.0,0.0,0.0,1.2573309012438991,1.2792802952308525e-10
2013-09-06,0.0,0.0,0.0,0.0,0.0,0.0,1.2585279357807433,1.2798969300339714e-10
2013-09-09,0.0,0.0,0.0,0.0,0.0,0.0,1.258825432433532,1.2921532940767553e-10
2013-09-10,0.0,0.0,0.0,0.0,0.0,0.0,1.2583775800327004,1.301711481120818e-10
2013-09-11,0.0,0.0,0.0,0.0,0.0,0.0,1.258976282772851,1.3057971211861286e-10
2013-09-12,0.0,0.0,0.0,0.0,0.0,0.0,1.258976282772851,1.3023286720770852e-10
2013-09-13,0.0,0.0,0.0,0.0,0.0,0.0,1.258976282772851,1.3052576526323288e-10
2013-09-16,0.0,0.0,0.0,0.0,0.0,0.0,1.259873100404886,1.3128117418066827e-10
2013-09-17,0.0,0.0,0.0,0.0,0.0,0.0,1.260321694692632,1.3186701200320311e-10
2013-09-18,0.0,0.0,0.0,0.0,0.0,0.0,1.2619660870390315,1.3339323528028038e-10
2013-09-19,0.0,0.0,0.0,0.0,0.0,0.0,1.2615171218078278,1.3316977294531468e-10
2013-09-20,0.0,0.0,0.0,0.0,0.0,0.0,1.2616674775558705,1.322386891521767e-10
2013-09-23,0.0,0.0,0.0,0.0,0.0,0.0,1.2619660870390312,1.3162673993933162e-10
2013-09-24,0.0,0.0,0.0,0.0,0.0,0.0,1.262115206308883,1.3131689311661443e-10
2013-09-25,0.0,0.0,0.0,0.0,0.0,0.0,1.2625645424835439,1.3093736030442187e-10
2013-09-26,0.0,0.0,0.0,0.0,0.0,0.0,1.2619660870390315,1.3144088746101615e-10
2013-09-27,0.0,0.0,0.0,0.0,0.0,0.0,1.2627142799924913,1.3083665487310302e-10
2013-09-30,0.0,0.0,0.0,0.0,0.0,0.0,1.2630130131234711,1.3013953080560392e-10
2013-10-01,0.0,0.0,0.0,0.0,0.0,0.0,1.2626837390585628,1.2701568117673864e-10
2013-10-02,0.0,0.0,0.0,0.0,0.0,0.0,1.262833476567519,1.268956271355048e-10
2013-10-03,0.0,0.0,0.0,0.0,0.0,0.0,1.262833476567519,1.2572552769964182e-10
2013-10-04,0.0,0.0,0.0,0.0,0.0,0.0,1.2623838930971925,1.2667813773524786e-10
2013-10-07,0.0,0.0,0.0,0.0,0.0,0.0,1.2623838930971925,1.255830300017144e-10
2013-10-08,0.0,0.0,0.0,0.0,0.0,0.0,1.261337214308327,1.241204225362623e-10
2013-10-09,0.0,0.0,0.0,0.0,0.0,0.0,1.2617859322439198,1.2421039911555642e-10
2013-10-10,0.0,0.0,0.0,0.0,0.0,0.0,1.2617859322439198,1.2688812796527185e-10
2013-10-11,0.0,0.0,0.0,0.0,0.0,0.0,1.2617859322439198,1.2770572600968212e-10
2013-10-14,0.0,0.0,0.0,0.0,0.0,0.0,1.261337214308327,1.282157503665308e-10
2013-10-15,0.0,0.0,0.0,0.0,0.0,0.0,1.2617859322439198,1.2728569169562887e-10
2013-10-16,0.0,0.0,0.0,0.0,0.0,0.0,1.262235268418608,1.290633047013689e-10
2013-10-17,0.0,0.0,0.0,0.0,0.0,0.0,1.2626837390585626,1.299258843036756e-10
2013-10-18,0.0,0.0,0.0,0.0,0.0,0.0,1.2626837390585626,1.308034218559442e-10
2013-10-21,0.0,0.0,0.0,0.0,0.0,0.0,1.2626837390585626,1.3081094795317978e-10
2013-10-22,0.0,0.0,0.0,0.0,0.0,0.0,1.2637309124387044,1.315685391722251e-10
2013-10-23,0.0,0.0,0.0,0.0,0.0,0.0,1.2632810816727396,1.309384473106413e-10
2013-10-24,0.0,0.0,0.0,0.0,0.0,0.0,1.2631324569941553,1.3137347996516045e-10
2013-10-25,0.0,0.0,0.0,0.0,0.0,0.0,1.2634315610686107,1.319735212918072e-10
2013-10-28,0.0,0.0,0.0,0.0,0.0,0.0,1.2637309124387044,1.3218360576634038e-10
2013-10-29,0.0,0.0,0.0,0.0,0.0,0.0,1.2637309124387044,1.3288864893974977e-10
2013-10-30,0.0,0.0,0.0,0.0,0.0,0.0,1.2637309124387044,1.3222857386073547e-10
2013-10-31,0.0,0.0,0.0,0.0,0.0,0.0,1.2638800317085652,1.3185356149508256e-10
2013-11-01,0.0,0.0,0.0,0.0,0.0,0.0,1.2634165997608573,1.2708940098355188e-10
2013-11-04,0.0,0.0,0.0,0.0,0.0,0.0,1.263715332891874,1.2753652047439345e-10
2013-11-05,0.0,0.0,0.0,0.0,0.0,0.0,1.263715332891874,1.2713266685315238e-10
2013-11-06,0.0,0.0,0.0,0.0,0.0,0.0,1.2640156734445394,1.2778175846596805e-10
2013-11-07,0.0,0.0,0.0,0.0,0.0,0.0,1.2643135410408222,1.2616618862779156e-10
2013-11-08,0.0,0.0,0.0,0.0,0.0,0.0,1.2634165997608573,1.2786830315127006e-10
2013-11-11,0.0,0.0,0.0,0.0,0.0,0.0,1.263715332891874,1.2788994903217133e-10
2013-11-12,0.0,0.0,0.0,0.0,0.0,0.0,1.2634165997608575,1.2763028908406322e-10
2013-11-13,0.0,0.0,0.0,0.0,0.0,0.0,1.2634165997608575,1.2865445513555806e-10
2013-11-14,0.0,0.0,0.0,0.0,0.0,0.0,1.264164298123133,1.2929633577010698e-10
2013-11-15,0.0,0.0,0.0,0.0,0.0,0.0,1.264164298123133,1.2985893448202469e-10
2013-11-18,0.0,0.0,0.0,0.0,0.0,0.0,1.2647627535677193,1.2940450044410823e-10
2013-11-19,0.0,0.0,0.0,0.0,0.0,0.0,1.2643135410408222,1.2912323345340193e-10
2013-11-20,0.0,0.0,0.0,0.0,0.0,0.0,1.2644637731410646,1.2871932804775678e-10
2013-11-21,0.0,0.0,0.0,0.0,0.0,0.0,1.2650617339943744,1.297579807862902e-10
2013-11-22,0.0,0.0,0.0,0.0,0.0,0.0,1.2647627535677195,1.3040708534520688e-10
2013-11-25,0.0,0.0,0.0,0.0,0.0,0.0,1.2647627535677195,1.302772359520013e-10
2013-11-26,0.0,0.0,0.0,0.0,0.0,0.0,1.2649128620201424,1.3031330378943604e-10
2013-11-27,0.0,0.0,0.0,0.0,0.0,0.0,1.2649128620201424,1.3063061272537508e-10
2013-11-29,0.0,0.0,0.0,0.0,0.0,0.0,1.2650617339943744,1.3054410687837611e-10
2013-12-02,0.0,0.0,0.0,0.0,0.0,0.0,1.264298579731067,1.2717812097196637e-10
2013-12-03,0.0,0.0,0.0,0.0,0.0,0.0,1.2645981783968356,1.2662863942020982e-10
2013-12-04,0.0,0.0,0.0,0.0,0.0,0.0,1.264298579731067,1.2661452745326178e-10
2013-12-05,0.0,0.0,0.0,0.0,0.0,0.0,1.2644479462965843,1.2605805314368958e-10
2013-12-06,0.0,0.0,0.0,0.0,0.0,0.0,1.263999475656575,1.274669737147927e-10
2013-12-09,0.0,0.0,0.0,0.0,0.0,0.0,1.263999475656575,1.2779100521393575e-10
2013-12-10,0.0,0.0,0.0,0.0,0.0,0.0,1.2644479462965843,1.2733307441549806e-10
2013-12-11,0.0,0.0,0.0,0.0,0.0,0.0,1.263999475656575,1.2590303647449956e-10
2013-12-12,0.0,0.0,0.0,0.0,0.0,0.0,1.2635510050165655,1.2548741628664264e-10
2013-12-13,0.0,0.0,0.0,0.0,0.0,0.0,1.2638494908519617,1.2547331696482627e-10
2013-12-16,0.0,0.0,0.0,0.0,0.0,0.0,1.2638494908519617,1.2625526661727534e-10
2013-12-17,0.0,0.0,0.0,0.0,0.0,0.0,1.2641490895177303,1.258537078158398e-10
2013-12-18,0.0,0.0,0.0,0.0,0.0,0.0,1.2641490895177303,1.2800233065446955e-10
2013-12-19,0.0,0.0,0.0,0.0,0.0,0.0,1.2634015148032287,1.2785442054928023e-10
2013-12-20,0.0,0.0,0.0,0.0,0.0,0.0,1.262951931332847,1.285981186784158e-10
2013-12-23,0.0,0.0,0.0,0.0,0.0,0.0,1.2628031830064252,1.292851792627841e-10
2013-12-24,0.0,0.0,0.0,0.0,0.0,0.0,1.2623538468316817,1.295684807928056e-10
2013-12-26,0.0,0.0,0.0,0.0,0.0,0.0,1.262218699765365,1.3022721628222443e-10
2013-12-27,0.0,0.0,0.0,0.0,0.0,0.0,1.262817526153445,1.3022013500848705e-10
2013-12-30,0.0,0.0,0.0,0.0,0.0,0.0,1.2631172484670325,1.3019887854214326e-10
2013-12-31,0.0,0.0,0.0,0.0,0.0,0.0,1.2628175261534447,1.3081510109887453e-10
2014-01-02,0.0,0.0,0.0,0.0,0.0,0.0,1.263416352617278,1.270893761229244e-10
2014-01-03,0.0,0.0,0.0,0.0,0.0,0.0,1.2629670164425075,1.270685252326985e-10
2014-01-06,0.0,0.0,0.0,0.0,0.0,0.0,1.2631172485427677,1.2670027940936344e-10
2014-01-07,0.0,0.0,0.0,0.0,0.0,0.0,1.2631172485427677,1.2747839841331977e-10
2014-01-08,0.0,0.0,0.0,0.0,0.0,0.0,1.2619198430621745,1.2750623267725012e-10
2014-01-09,0.0,0.0,0.0,0.0,0.0,0.0,1.2622186998410463,1.2758958662270997e-10
2014-01-10,0.0,0.0,0.0,0.0,0.0,0.0,1.263416352617278,1.279369691519582e-10
2014-01-13,0.0,0.0,0.0,0.0,0.0,0.0,1.2637158276352454,1.262347377008815e-10
2014-01-14,0.0,0.0,0.0,0.0,0.0,0.0,1.263416352617278,1.2761044991679675e-10
2014-01-15,0.0,0.0,0.0,0.0,0.0,0.0,1.2629670164425075,1.2829826881317155e-10
2014-01-16,0.0,0.0,0.0,0.0,0.0,0.0,1.2632661205170175,1.2813153611453001e-10
2014-01-17,0.0,0.0,0.0,0.0,0.0,0.0,1.2632661205170175,1.275895866227099e-10
2014-01-21,0.0,0.0,0.0,0.0,0.0,0.0,1.2631172485427677,1.2796481581974941e-10
2014-01-22,0.0,0.0,0.0,0.0,0.0,0.0,1.2625182985068328,1.2804815736134832e-10
2014-01-23,0.0,0.0,0.0,0.0,0.0,0.0,1.2637158276352451,1.2699905120762102e-10
2014-01-24,0.0,0.0,0.0,0.0,0.0,0.0,1.2641642982752814,1.2428937817168602e-10
2014-01-27,0.0,0.0,0.0,0.0,0.0,0.0,1.2640151790053935,1.2367796705864938e-10
2014-01-28,0.0,0.0,0.0,0.0,0.0,0.0,1.2640151790053935,1.2441444630145856e-10
2014-01-29,0.0,0.0,0.0,0.0,0.0,0.0,1.2649136040592959,1.232194583393156e-10
2014-01-30,0.0,0.0,0.0,0.0,0.0,0.0,1.26476275371994,1.24525584895405e-10
2014-01-31,0.0,0.0,0.0,0.0,0.0,0.0,1.2653617037558746,1.237960766224393e-10
2014-02-03,0.0,0.0,0.0,0.0,0.0,0.0,1.265706062999296,1.273197023042739e-10
2014-02-04,0.0,0.0,0.0,0.0,0.0,0.0,1.265856047803926,1.2821158172366487e-10
2014-02-05,0.0,0.0,0.0,0.0,0.0,0.0,1.265257716007055,1.2805069367153944e-10
2014-02-06,0.0,0.0,0.0,0.0,0.0,0.0,1.2654065879813126,1.2973931348533806e-10
2014-02-07,0.0,0.0,0.0,0.0,0.0,0.0,1.265706062999296,1.313475545261775e-10
2014-02-10,0.0,0.0,0.0,0.0,0.0,0.0,1.2654065879813126,1.3158878219939997e-10
2014-02-11,0.0,0.0,0.0,0.0,0.0,0.0,1.2651067420198718,1.3302885294175724e-10
2014-02-12,0.0,0.0,0.0,0.0,0.0,0.0,1.2645084102230009,1.330946672220029e-10
2014-02-13,0.0,0.0,0.0,0.0,0.0,0.0,1.265257716007055,1.3378180850367944e-10
2014-02-14,0.0,0.0,0.0,0.0,0.0,0.0,1.265257716007055,1.3452012126916385e-10
2014-02-18,0.0,0.0,0.0,0.0,0.0,0.0,1.265706062999296,1.3468095711880645e-10
2014-02-19,0.0,0.0,0.0,0.0,0.0,0.0,1.265257716007055,1.3378912990189833e-10
2014-02-20,0.0,0.0,0.0,0.0,0.0,0.0,1.2654065879813126,1.3457862720181137e-10
2014-02-21,0.0,0.0,0.0,0.0,0.0,0.0,1.2655563254903042,1.3442508664914623e-10
2014-02-24,0.0,0.0,0.0,0.0,0.0,0.0,1.2655563254903042,1.3517073386347025e-10
2014-02-25,0.0,0.0,0.0,0.0,0.0,0.0,1.2654065879813126,1.3511960153152449e-10
2014-02-26,0.0,0.0,0.0,0.0,0.0,0.0,1.2660057853129174,1.3512689682850195e-10
2014-02-27,0.0,0.0,0.0,0.0,0.0,0.0,1.2658560478039258,1.3583592400111084e-10
2014-02-28,0.0,0.0,0.0,0.0,0.0,0.0,1.2658560478039258,1.3617949464194912e-10
2014-03-03,0.0,0.0,0.0,0.0,0.0,0.0,1.2665740707710138,1.274070168035274e-10
2014-03-04,0.0,0.0,0.0,0.0,0.0,0.0,1.265526773742739,1.2919778858361921e-10
2014-03-05,0.0,0.0,0.0,0.0,0.0,0.0,1.2659756153262853,1.2931486246827702e-10
2014-03-06,0.0,0.0,0.0,0.0,0.0,0.0,1.2652271750769173,1.296110700943165e-10
2014-03-07,0.0,0.0,0.0,0.0,0.0,0.0,1.2643289973185479,1.2966614560417703e-10
2014-03-10,0.0,0.0,0.0,0.0,0.0,0.0,1.26447861117973,1.2959732273552566e-10
2014-03-11,0.0,0.0,0.0,0.0,0.0,0.0,1.26447861117973,1.2895669335659625e-10
2014-03-12,0.0,0.0,0.0,0.0,0.0,0.0,1.2649270818198188,1.2899119701381187e-10
2014-03-13,0.0,0.0,0.0,0.0,0.0,0.0,1.265676387603921,1.2754473631914207e-10
2014-03-14,0.0,0.0,0.0,0.0,0.0,0.0,1.2653762943468225,1.2718660409661729e-10
2014-03-17,0.0,0.0,0.0,0.0,0.0,0.0,1.2649270818198186,1.2833684486886228e-10
2014-03-18,0.0,0.0,0.0,0.0,0.0,0.0,1.265227175076917,1.2925290098263573e-10
2014-03-19,0.0,0.0,0.0,0.0,0.0,0.0,1.2631308499508993,1.2856414355155314e-10
2014-03-20,0.0,0.0,0.0,0.0,0.0,0.0,1.263280216516443,1.2931486246827702e-10
2014-03-21,0.0,0.0,0.0,0.0,0.0,0.0,1.2634302013210825,1.2881330520734782e-10
2014-03-24,0.0,0.0,0.0,0.0,0.0,0.0,1.26283088034162,1.2828062579516675e-10
2014-03-25,0.0,0.0,0.0,0.0,0.0,0.0,1.2629808651462597,1.2888941983249557e-10
