,cash,SPY,LQD,EEM,EFA,TLT,IEF,SHY
2006-08-03,0.0,0.0,5.848498633184271e-14,0.0,0.013200545135713176,0.0,5.40452972410094e-14,1.0963683867160077
2006-08-04,0.0,0.0,5.87146297274202e-14,0.0,0.013210535542512464,0.0,5.431172682031154e-14,1.0973317918684826
2006-08-07,0.0,0.0,5.866425500399134e-14,0.0,0.013128617925271993,0.0,5.423847532646413e-14,1.0977434984235255
2006-08-08,0.0,0.0,5.869785670131402e-14,0.0,0.013082668251518093,0.0,5.4245083169733677e-14,1.0982938187589368
2006-08-09,0.0,0.0,5.866981554037109e-14,0.0,0.013146600657510714,0.0,5.421851792926229e-14,1.0987069035760004
2006-08-10,0.0,0.0,5.866425500399134e-14,0.0,0.013176568159394882,0.0,5.4231800549497987e-14,1.0984312511718588
2006-08-11,0.0,0.0,5.854657751964873e-14,0.0,0.013062684958910383,0.0,5.4058635639325585e-14,1.0974679772824334
2006-08-14,0.0,0.0,5.84737340956089e-14,0.0,0.013106640269818124,0.0,5.3965404437044135e-14,1.0969179194731213
2006-08-15,0.0,0.0,5.877628848428873e-14,0.0,0.013390351709358577,0.0,5.422514436522534e-14,1.0984312511718588
2006-08-16,0.0,0.0,5.902277247503493e-14,0.0,0.013512228474787074,0.0,5.445159593496591e-14,1.1002199727486388
2006-08-17,0.0,0.0,5.899475118734569e-14,0.0,0.013462277680295195,0.0,5.443830959619151e-14,1.1000837217031632
2006-08-18,0.0,0.0,5.911239289983167e-14,0.0,0.013518223958371212,0.0,5.458482002096373e-14,1.1004962158365035
2006-08-21,0.0,0.0,5.919641701639204e-14,0.0,0.0134762605313005,0.0,5.4651422767615886e-14,1.1011833122695889
2006-08-22,0.0,0.0,5.923564681915697e-14,0.0,0.013438304422490596,0.0,5.4671413631666025e-14,1.1010452891729436
2006-08-23,0.0,0.0,5.921324966225925e-14,0.0,0.013390351709358575,0.0,5.461813069063655e-14,1.1007714744514963
2006-08-24,0.0,0.0,5.921324966225925e-14,0.0,0.013352389403025843,0.0,5.467141363166602e-14,1.1014589646737303
2006-08-25,0.0,0.0,5.92972936520733e-14,0.0,0.013342402714740251,0.0,5.474467999966822e-14,1.101734223288723
2006-08-28,0.0,0.0,5.93141024500361e-14,0.0,0.013398342795293441,0.0,5.4738008941240775e-14,1.1020090881145672
2006-08-29,0.0,0.0,5.935329648094442e-14,0.0,0.013506230512193802,0.0,5.47846282609202e-14,1.1024225667207797
2006-08-30,0.0,0.0,5.939250243580495e-14,0.0,0.013506230512193802,0.0,5.485124960026586e-14,1.1031101225745388
2006-08-31,0.0,0.0,5.959413646764542e-14,0.0,0.013506230512193802,0.0,5.492452712388417e-14,1.104072149464993
2006-09-01,0.0,0.0,4.815682461862949e-10,1.7549793729888863e-12,0.007622810186407999,2.1631552668567203e-11,8.247887060854038e-12,1.1113123170503076
2006-09-05,0.0,0.0,4.801116490396394e-10,1.7645805568265183e-12,0.007663103792697118,2.149598553422967e-11,8.220821192554445e-12,1.110063978790397
2006-09-06,0.0,0.0,4.801116490396394e-10,1.713909426540485e-12,0.007534378692555771,2.1466402407611085e-11,8.214803829226003e-12,1.110063978790397
2006-09-07,0.0,0.0,4.80612069923942e-10,1.6943522023197194e-12,0.0074437118285352565,2.150831597522426e-11,8.220821192554443e-12,1.110063978790397
2006-09-08,0.0,0.0,4.811127802175724e-10,1.7082206413116345e-12,0.007445948587563543,2.1525574680101847e-11,8.228841927495106e-12,1.110757763993098
2006-09-11,0.0,0.0,4.809308382201823e-10,1.6714173889794994e-12,0.007401176602207855,2.1505837547555466e-11,8.213799076750293e-12,1.1106180039532156
2006-09-12,0.0,0.0,4.816593458113579e-10,1.7000418291055952e-12,0.007486247054862658,2.1614310516637007e-11,8.236858201825445e-12,1.111172952931218
2006-09-13,0.0,0.0,4.829341295869913e-10,1.7254658278659788e-12,0.007471695274223811,2.1624153501082407e-11,8.244878379189817e-12,1.1113123170503072
2006-09-14,0.0,0.0,4.817047509192255e-10,1.7112423920690582e-12,0.00748176798136609,2.157485731893183e-11,8.228841927495106e-12,1.1103408593982085
2006-09-15,0.0,0.0,4.813861112493531e-10,1.7213767022819675e-12,0.0074660981684281,2.1557586575547046e-11,8.223828759066082e-12,1.1107577639930977
2006-09-18,0.0,0.0,4.814767285255364e-10,1.740755937191966e-12,0.00749744126645408,2.1523093242806257e-11,8.211797377866943e-12,1.1106180039532154
2006-09-19,0.0,0.0,4.833436116291908e-10,1.7139094265404853e-12,0.0074280385434472695,2.1764660937810135e-11,8.26092542483405e-12,1.1121457303192925
2006-09-20,0.0,0.0,4.841174600150501e-10,1.749112037411252e-12,0.007500798835501508,2.179669691026972e-11,8.26292823886998e-12,1.1125625029405841
2006-09-21,0.0,0.0,4.870312652836087e-10,1.706442150799003e-12,0.007518707490757783,2.1996367590607812e-11,8.322076489355937e-12,1.114505946139172
2006-09-22,0.0,0.0,4.873043390626536e-10,1.6847517197796083e-12,0.007481767981366093,2.2104811968234764e-11,8.347139543619601e-12,1.1150615549851624
2006-09-25,0.0,0.0,4.880327180274613e-10,1.7043085232218614e-12,0.007513111079392073,2.2260092158104288e-11,8.375215182581521e-12,1.1160330126372608
2006-09-26,0.0,0.0,4.866669954097249e-10,1.724399575115425e-12,0.0075310211235083465,2.2166426552872733e-11,8.354160544271172e-12,1.1147832226677765
2006-09-27,0.0,0.0,4.864396804610593e-10,1.7204880180636684e-12,0.007579152761201459,2.2102339559819566e-11,8.352148809014592e-12,1.115616635936762
2006-09-28,0.0,0.0,4.8657586362807e-10,1.7343557557580627e-12,0.007600421068795159,2.2065366294596583e-11,8.344130861955382e-12,1.1160330126372608
2006-09-29,0.0,0.0,4.863482592700765e-10,1.7204880180636684e-12,0.007583631140268027,2.2038252566766395e-11,8.335110950301917e-12,1.1149212670508897
2006-10-02,0.0,0.01272542435535636,0.0,5.218083574943206e-10,0.0,1.2976754841648554e-09,0.0,1.1111112727693528
2006-10-03,0.0,0.012752197578146126,0.0,5.14732687910437e-10,0.0,1.2959321188189776e-09,0.0,1.1112501289677645
2006-10-04,0.0,0.012901368358409297,0.0,5.285056939140781e-10,0.0,1.3053784921191794e-09,0.0,1.1131916197495315
2006-10-05,0.0,0.012926230486561836,0.0,5.355273767743501e-10,0.0,1.2962220464230034e-09,0.0,1.1120827406853935
2006-10-06,0.0,0.012909972261580947,0.0,5.341770695357918e-10,0.0,1.2827081152011583e-09,0.0,1.1106947041741175
2006-10-09,0.0,0.012917621611760017,0.0,5.321785807348179e-10,0.0,1.2861959062803716e-09,0.0,1.1108346113182126
2006-10-10,0.0,0.012934834389733486,0.0,5.369857426799005e-10,0.0,1.2760233443029726e-09,0.0,1.1093083754495767
2006-10-11,0.0,0.012919530717745174,0.0,5.341230828121801e-10,0.0,1.2722456256197335e-09,0.0,1.1091696506193753
2006-10-12,0.0,0.013031410294431603,0.0,5.471399338061824e-10,0.0,1.2729716375656878e-09,0.0,1.1097248126766015
2006-10-13,0.0,0.01306488626901613,0.0,5.503806285688378e-10,0.0,1.266577236099635e-09,0.0,1.1093083754495767
2006-10-16,0.0,0.013084961711641302,0.0,5.518928533683466e-10,0.0,1.2722456256197335e-09,0.0,1.10986261792933
2006-10-17,0.0,0.013043848318790111,0.0,5.446553514432813e-10,0.0,1.2732631557508998e-09,0.0,1.1100017368641628
2006-10-18,0.0,0.013061055130807376,0.0,5.500025084541339e-10,0.0,1.2758778061244199e-09,0.0,1.1101400675897328
2006-10-19,0.0,0.01308209109238133,0.0,5.524329336538854e-10,0.0,1.2735534368174115e-09,0.0,1.1100017368641628
2006-10-20,0.0,0.013084961711641306,0.0,5.498406335030679e-10,0.0,1.2722456256197333e-09,0.0,1.1104176486183461
2006-10-23,0.0,0.01314520096575526,0.0,5.49354199062065e-10,0.0,1.2671593888138445e-09,0.0,1.1098626179293303
2006-10-24,0.0,0.013184413207229568,0.0,5.524869629873816e-10,0.0,1.2671593888138445e-09,0.0,1.1098626179293303
2006-10-25,0.0,0.013229352766659345,0.0,5.589144936187343e-10,0.0,1.277185970784584e-09,0.0,1.1111112727693528
2006-10-26,0.0,0.013270474114118807,0.0,5.602648008572925e-10,0.0,1.2854686572157168e-09,0.0,1.1124989151759976
2006-10-27,0.0,0.013187280843511435,0.0,5.509207940741457e-10,0.0,1.2914263557804908e-09,0.0,1.1136077942401357
2006-10-30,0.0,0.013177712444086867,0.0,5.490304065500485e-10,0.0,1.2950610988881998e-09,0.0,1.1129140387209184
2006-10-31,0.0,0.013175801349449642,0.0,5.595625473514964e-10,0.0,1.3050868855683458e-09,0.0,1.1144402745895543
2006-11-01,0.0,0.03836264221082247,2.29233182114756e-11,0.0,6.72374472971191e-11,0.0,0.0,1.0899574445020037
2006-11-02,0.0,0.03834022486018798,2.2895552204987522e-11,0.0,6.748658419372417e-11,0.0,0.0,1.0896861546004535
2006-11-03,0.0,0.038272946575524686,2.2735338279271976e-11,0.0,6.722786465151359e-11,0.0,0.0,1.0876446114274536
2006-11-06,0.0,0.03870461538247663,2.276097890894366e-11,0.0,6.822441223793384e-11,0.0,0.0,1.0875087738903784
2006-11-07,0.0,0.03885318607504476,2.2842141081754965e-11,0.0,6.830105556907031e-11,0.0,0.0,1.088869203515
2006-11-08,0.0,0.038937270814493975,2.2869926532225177e-11,0.0,6.832022086028134e-11,0.0,0.0,1.0894131956176352
2006-11-09,0.0,0.03873265528796407,2.2893411871261794e-11,0.0,6.797526345219031e-11,0.0,0.0,1.08927735808056
2006-11-10,0.0,0.038749473401754345,2.2955358902651405e-11,0.0,6.824357158457565e-11,0.0,0.0,1.0900935388208128
2006-11-13,0.0,0.03884477118864744,2.294041994160837e-11,0.0,6.781238225517341e-11,0.0,0.0,1.0900935388208128
2006-11-14,0.0,0.039136287104179664,2.297672335194443e-11,0.0,6.855978700041936e-11,0.0,0.0,1.0902298899213554
2006-11-15,0.0,0.039248411749116315,2.2916922637044286e-11,0.0,6.854061576463908e-11,0.0,0.0,1.0895492899364443
2006-11-16,0.0,0.03934932917611125,2.2884861006195416e-11,0.0,6.839689985883321e-11,0.0,0.0,1.089142034106952
2006-11-17,0.0,0.039360550967808404,2.2959635083030067e-11,0.0,6.819565241197881e-11,0.0,0.0,1.0905018217772393
2006-11-20,0.0,0.03938297123319399,2.2976723351944435e-11,0.0,6.767823710583458e-11,0.0,0.0,1.0907747807600578
2006-11-21,0.0,0.039422200868116576,2.3008768530193036e-11,0.0,6.801362375745856e-11,0.0,0.0,1.091046199052475
2006-11-22,0.0,0.039500683455970485,2.303440915986472e-11,0.0,6.867476685854714e-11,0.0,0.0,1.0918619946201273
2006-11-24,0.0,0.03934091720446502,2.307070359605518e-11,0.0,6.831063821467583e-11,0.0,0.0,1.0919987308932702
2006-11-27,0.0,0.03879992774312517,2.3072860382381177e-11,0.0,6.774532156964247e-11,0.0,0.0,1.0926779185786464
2006-11-28,0.0,0.038968111795779053,2.311556534991229e-11,0.0,6.834898068623638e-11,0.0,0.0,1.0932230661990825
2006-11-29,0.0,0.03937454760254341,2.3094212866146732e-11,0.0,6.912512147916043e-11,0.0,0.0,1.0932230661990825
2006-11-30,0.0,0.039391371545835864,2.3181784074607756e-11,0.0,6.942216565922386e-11,0.0,0.0,1.0944477866774955
2006-12-01,0.0,0.03946702658875447,1.6663237265012126e-11,0.0,7.301786547263727e-13,1.0120710953328812e-12,1.2948429477225824e-11,1.0964279494007148
2006-12-04,0.0,0.039768209529383945,1.670173805301569e-11,0.0,7.349215408415034e-13,1.0138416916340579e-12,1.2946893825407626e-11,1.0962921319994374
2006-12-05,0.0,0.0399398842445636,1.6694034244320807e-11,0.0,7.390588109449425e-13,1.0090818862276345e-12,1.2929914267486312e-11,1.0962921319994374
2006-12-06,0.0,0.039906126467611845,1.6652452577150027e-11,0.0,7.374442313958897e-13,1.007088946537645e-12,1.2909867648060698e-11,1.0961561862263252
2006-12-07,0.0,0.03973161275090252,1.6660157459696133e-11,0.0,7.399669219502759e-13,1.006314686461638e-12,1.2905232694534283e-11,1.0958824974744128
2006-12-08,0.0,0.03980478874703117,1.6598555984120187e-11,0.0,7.381508251444901e-13,9.990067509923184e-13,1.2846610671120842e-11,1.0945184183572367
2006-12-11,0.0,0.03992018391539226,1.6635511500209626e-11,0.0,7.411779661663367e-13,1.0033252101167414e-12,1.2886723423779705e-11,1.094654364130349
2006-12-12,0.0,0.03988922709149607,1.6670933556748424e-11,0.0,7.442051697906241e-13,1.0054281189227121e-12,1.29098676480607e-11,1.096156186226325
2006-12-13,0.0,0.039931452117339915,1.658776807470441e-11,0.0,7.470306683508562e-13,9.964611597060972e-13,1.284352324738249e-11,1.0946543641303488
2006-12-14,0.0,0.040283283430619835,1.657237119582691e-11,0.0,7.500580597824656e-13,9.928083277399499e-13,1.2823476627956877e-11,1.094108270344873
2006-12-15,0.0,0.0402869448645514,1.6569287095106014e-11,0.0,7.470306683508562e-13,9.933613133857441e-13,1.2826567445400907e-11,1.094518418357237
2006-12-18,0.0,0.04017656624116129,1.6570846327086076e-11,0.0,7.459207896790266e-13,9.936934254608007e-13,1.2832726172775655e-11,1.094518418357237
2006-12-19,0.0,0.040253011479257604,1.6567755783257827e-11,0.0,7.492506761042783e-13,9.923648435407493e-13,1.282964808172791e-11,1.0946543641303492
2006-12-20,0.0,0.04023033458868866,1.658007715222424e-11,0.0,7.479386541513084e-13,9.92254072705818e-13,1.2826567445400907e-11,1.0953361469452676
2006-12-21,0.0,0.04008317187125228,1.6623201943606694e-11,0.0,7.475575304921004e-13,9.972361546911415e-13,1.2872844015993028e-11,1.0961561862263256
2006-12-22,0.0,0.03983694263445895,1.6570846327086076e-11,0.0,7.458057889953925e-13,9.895971761053653e-13,1.2814217750447492e-11,1.0960194702222044
2006-12-26,0.0,0.040071853913607715,1.6589325158982022e-11,0.0,7.454965329381507e-13,9.925864520205244e-13,1.2823476627956875e-11,1.0960194702222044
2006-12-27,0.0,0.040335070330687846,1.65362779822719e-11,0.0,7.547704585089572e-13,9.852890057074678e-13,1.2789283346422633e-11,1.0954162509702179
2006-12-28,0.0,0.040250169550922234,1.650227555705379e-11,0.0,7.552857391986649e-13,9.830672420671527e-13,1.2759890461566489e-11,1.0947316439749328
2006-12-29,0.0,0.04008317187125228,1.6494533089714777e-11,0.0,7.54461327656597e-13,9.82289307445958e-13,1.2753707129825594e-11,1.0950067448170286
2007-01-03,0.0,0.03987152283695512,0.0,0.0,0.014252380479184264,0.0,0.0,1.0819901441970354
2007-01-04,0.0,0.039956133403615327,0.0,0.0,0.014211665991957828,0.0,0.0,1.0830708050574114
2007-01-05,0.0,0.039637441671510495,0.0,0.0,0.013998386111975606,0.0,0.0,1.0823952653005322
2007-01-08,0.0,0.03982075533035921,0.0,0.0,0.014017780974612547,0.0,0.0,1.081718711790501
2007-01-09,0.0,0.03978690935379544,0.0,0.0,0.014031353255651286,0.0,0.0,1.0821258604003026
2007-01-10,0.0,0.03991945842254773,0.0,0.0,0.013924716260522402,0.0,0.0,1.081854301274624
2007-01-11,0.0,0.04009432006587884,0.0,0.0,0.014013903180030051,0.0,0.0,1.0810435521910537
2007-01-12,0.0,0.040398939687951774,0.0,0.0,0.01417288804613286,0.0,0.0,1.0803681391533186
2007-01-16,0.0,0.04031996379830331,0.0,0.0,0.014155439148456513,0.0,0.0,1.0814490534519827
2007-01-17,0.0,0.040336882411835966,0.0,0.0,0.01416319002584194,0.0,0.0,1.0810435521910535
2007-01-18,0.0,0.0402014926725819,0.0,0.0,0.014114722305340294,0.0,0.0,1.0814490534519827
2007-01-19,0.0,0.040280465645730866,0.0,0.0,0.014287277096592058,0.0,0.0,1.0813135906870037
2007-01-22,0.0,0.04015637150899567,0.0,0.0,0.014215540252705649,0.0,0.0,1.0817187117905007
2007-01-23,0.0,0.0402748368017181,0.0,0.0,0.014341565042802124,0.0,0.0,1.081179014956033
2007-01-24,0.0,0.0405991807098316,0.0,0.0,0.014434628578947376,0.0,0.0,1.0817187117905007
2007-01-25,0.0,0.04012252844893138,0.0,0.0,0.01420003025232055,0.0,0.0,1.080909356617515
2007-01-26,0.0,0.04008586221736225,0.0,0.0,0.014227173636453136,0.0,0.0,1.0810435521910537
2007-01-29,0.0,0.040063303093818885,0.0,0.0,0.014242685992728014,0.0,0.0,1.081179014956033
2007-01-30,0.0,0.04027200779721428,0.0,0.0,0.014339627323455763,0.0,0.0,1.081449053451983
2007-01-31,0.0,0.040542761027227016,0.0,0.0,0.014393910557886264,0.0,0.0,1.0826665709879226
2007-02-01,0.0,0.1625470770593691,0.1625470770593691,0.1625470770593691,0.1625470770593691,0.1625470770593691,0.1625470770593691,0.1625470770593691
2007-02-02,0.0,0.1627718175394677,0.1626998791753972,0.16205532927522884,0.1622214040365242,0.1627524116587269,0.16268625213280438,0.16260815529018266
2007-02-05,0.0,0.16281688187054308,0.1629140792483397,0.1622098910676484,0.16170031664630374,0.16297642828550096,0.1628653001585821,0.16256758868953017
2007-02-06,0.0,0.16286184159006833,0.16334231016643647,0.16381145896195062,0.16295968592782292,0.1638723047300801,0.16332266573753634,0.16275080435448452
2007-02-07,0.0,0.1632214612287428,0.1635716243962146,0.16317924615520282,0.16341565718239456,0.16435762377742427,0.16368054449779842,0.16283229907802796
2007-02-08,0.0,0.16300792580800882,0.1637552894301197,0.16230822969674796,0.16276421879210398,0.1644881184656364,0.1637203413981882,0.16289347244627267
2007-02-09,0.0,0.16179388552226495,0.16306704001541922,0.1603694320998109,0.16206937843943808,0.16355503448829767,0.1632233201581849,0.1627305210541583
2007-02-12,0.0,0.16124311733457466,0.16309753274750954,0.15927361040990415,0.16143972018285013,0.16318162872308198,0.16300442090919398,0.1627305210541583
2007-02-13,0.0,0.162603241838259,0.16299055963187947,0.16180243978143832,0.16350250068340266,0.16282706150735546,0.16288522577018866,0.16271010456142843
2007-02-14,0.0,0.16367109329451232,0.16392352300508628,0.16528658210935757,0.165717254012698,0.16437621636365599,0.1638196652484103,0.16307670713871328
2007-02-15,0.0,0.1638846170917407,0.16422940223229826,0.16538490981072854,0.16591272114841688,0.1648614906904079,0.16407833966866164,0.16315831602717412
2007-02-16,0.0,0.16380593758257145,0.1643975617701075,0.1657642659068714,0.16584756543651058,0.1654398509299472,0.16425732250705138,0.16319907290268895
2007-02-20,0.0,0.1641543754088924,0.16465766488060532,0.16619980145542018,0.1660863685741757,0.16581332377605126,0.16445607885314228,0.16317877057487648
2007-02-21,0.0,0.1640869009590878,0.16455051196045026,0.1666915273841034,0.16523960816111033,0.16553336168836102,0.1644362618871824,0.16328060568120487
2007-02-22,0.0,0.16396330822441552,0.16432126119109275,0.1662700776776381,0.1659778768603232,0.16463754114452223,0.16401862802122996,0.1631787705748765
2007-02-23,0.0,0.16332262059767466,0.16485642291787253,0.16507582993680356,0.16649895105845786,0.16581332377605124,0.16467484772735713,0.16336202429480337
2007-02-26,0.0,0.16317651313272305,0.16552935721773887,0.16500561928095686,0.16658580775155182,0.16691457954058042,0.1651919575474371,0.1634843139488341
2007-02-27,0.0,0.15680320554938615,0.16617177763204136,0.15158881644938768,0.15987636566758787,0.16902361385166914,0.1665839038439537,0.16387146621125248
2007-02-28,0.0,0.15841053876942618,0.1658659195583029,0.15538206050668896,0.16100547629363776,0.16825837743722702,0.16600718015752408,0.16374913850224931
2007-03-01,0.0,3.774758283725532e-15,1.094041252077872,6.661338147750939e-16,0.04058359288331766,4.107825191113079e-15,0.0,0.0
2007-03-02,0.0,3.725326972540978e-15,1.0970787222198086,6.599617399763715e-16,0.04003612999843518,4.128420039646694e-15,0.0,0.0
2007-03-05,0.0,3.689867251891249e-15,1.0954587799940696,6.430349604237525e-16,0.03920665910443247,4.135284442911668e-15,0.0,0.0
2007-03-06,0.0,3.752997628004389e-15,1.0913069849006405,6.712665713636182e-16,0.040423232094133635,4.1229286262839614e-15,0.0,0.0
2007-03-07,0.0,3.749236996881371e-15,1.0923189169484777,6.671724675478577e-16,0.04043429215401073,4.138948662630877e-15,0.0,0.0
2007-03-08,0.0,3.780937753231361e-15,1.0937367238644131,6.844047304141576e-16,0.04090985793033613,4.135284442911668e-15,0.0,0.0
2007-03-09,0.0,3.7820125764429264e-15,1.090901598282083,6.856269488563526e-16,0.04097621157024278,4.0918073397510886e-15,0.0,0.0
2007-03-12,0.0,3.7876553288526726e-15,1.093230478840757,6.889878356817849e-16,0.04124164964761518,4.107825191113079e-15,0.0,0.0
2007-03-13,0.0,3.714045079171923e-15,1.0938381402689867,6.689446700296669e-16,0.04025733455565512,4.132540374968995e-15,0.0,0.0
2007-03-14,0.0,3.741714345615935e-15,1.0928253712219371,6.744443203008272e-16,0.04027391792611482,4.1137727200789035e-15,0.0,0.0
2007-03-15,0.0,3.746818991910199e-15,1.0930282737810189,6.799437804470061e-16,0.04045640891408695,4.113315785106465e-15,0.0,0.0
2007-03-16,0.0,3.736327172775752e-15,1.0887740160340005,6.741387419246557e-16,0.0405061791835339,4.1124013689153566e-15,0.0,0.0
2007-03-19,0.0,3.781369182656939e-15,1.0867484081899665,6.88926948156528e-16,0.04113105240852216,4.103706767652588e-15,0.0,0.0
2007-03-20,0.0,3.802137522918865e-15,1.0896855779262795,6.934487856489361e-16,0.0414794409349728,4.105992808130359e-15,0.0,0.0
2007-03-21,0.0,3.864710624448806e-15,1.0929272758760513,7.142252633538729e-16,0.04236420540900506,4.107825191113079e-15,0.0,0.0
2007-03-22,0.0,3.861743123403073e-15,1.0898881317356897,7.111697647796307e-16,0.042203834540787126,4.0753290028161554e-15,0.0,0.0
2007-03-23,0.0,3.867407266711577e-15,1.0870530759032941,7.144695739548251e-16,0.042303375079681016,4.0638845980252856e-15,0.0,0.0
2007-03-26,0.0,3.862282618537956e-15,1.0890772887486406,7.140419828719136e-16,0.04231997188885261,4.068918530169349e-15,0.0,0.0
2007-03-27,0.0,3.853112312460477e-15,1.0888756416883774,7.108643765284407e-16,0.042131964309653804,4.062056038766184e-15,0.0,0.0
2007-03-28,0.0,3.825062732504801e-15,1.088167191604983,6.981539511545489e-16,0.04176144558441505,4.053818645598969e-15,0.0,0.0
2007-03-29,0.0,3.8291083904086575e-15,1.086849964094409,7.120253271954163e-16,0.0421264174813254,4.048323135389502e-15,0.0,0.0
2007-03-30,0.0,3.8299176331109804e-15,1.0864446472257858,7.119031718949402e-16,0.042192784559943936,4.04054431593342e-15,0.0,0.0
2007-04-02,0.0,2.3978018177099557e-11,1.2516654379624015e-12,0.0,0.0424996208950128,5.5220424994349385e-11,1.0154296841943892e-09,1.0868797072132863
2007-04-03,0.0,2.423609317470918e-11,1.2509616773027566e-12,0.0,0.04285517453289252,5.515148520929316e-11,1.0145724987813947e-09,1.0868797072132863
2007-04-04,0.0,2.4263087246152187e-11,1.2520170372055747e-12,0.0,0.04303295303946415,5.520793385059217e-11,1.0161651552614208e-09,1.0875580066611705
2007-04-05,0.0,2.432885076657975e-11,1.2494385892153252e-12,0.0,0.04318849868501574,5.5001058598300475e-11,1.0135914053722916e-09,1.0871500967819296
2007-04-09,0.0,2.4362594224530415e-11,1.2453384184156554e-12,0.0,0.0431551814584894,5.463749625723801e-11,1.0089348179069426e-09,1.084710808274481
2007-04-10,0.0,2.4391275208276878e-11,1.247915581438365e-12,0.0,0.04347738749247081,5.480045500321146e-11,1.0110180543286435e-09,1.086066401537265
2007-04-11,0.0,2.429174911966658e-11,1.2455730053022037e-12,0.0,0.043266278258318636,5.476285114531944e-11,1.0097930004336395e-09,1.086066401537265
2007-04-12,0.0,2.439969760873741e-11,1.2474468895280957e-12,0.0,0.043555173816300814,5.477539073324993e-11,1.010772830832053e-09,1.0859303896761436
2007-04-13,0.0,2.4511026871590452e-11,1.2453384184156552e-12,0.0,0.043699608094237695,5.460616778302353e-11,1.0090577952635956e-09,1.0853884792017499
2007-04-16,0.0,2.4743784286297582e-11,1.2463932964556456e-12,0.0,0.04416072647498416,5.49070210050089e-11,1.0101607359671555e-09,1.0852532215653667
2007-04-17,0.0,2.4809561705075737e-11,1.2531879638765346e-12,0.0,0.04416628215879151,5.521419060189537e-11,1.014449521424742e-09,1.0870153419620383
2007-04-18,0.0,2.483992612653801e-11,1.253539964672064e-12,0.0,0.044149608356842354,5.548995719507001e-11,1.016777383074812e-09,1.0885060671570825
2007-04-19,0.0,2.4833181951911818e-11,1.2543595330312644e-12,0.0,0.04398293109209476,5.5395912148828717e-11,1.016655735203096e-09,1.0885060671570825
2007-04-20,0.0,2.506763149080388e-11,1.2540072109938501e-12,0.0,0.04448850169382712,5.525176464798845e-11,1.015552860973783e-09,1.0882358032925623
2007-04-23,0.0,2.4973174825573083e-11,1.2576394126774924e-12,0.0,0.044055161732117404,5.545233097832878e-11,1.0176354991272624e-09,1.0890489832644605
2007-04-24,0.0,2.498329977398149e-11,1.2608028421403942e-12,0.0,0.04402739343887131,5.5659191324721003e-11,1.019596422934779e-09,1.089997546576865
2007-04-25,0.0,2.521269205055082e-11,1.2590456490292418e-12,0.0,0.04443849716429742,5.546488174568388e-11,1.0189841951213878e-09,1.0895907680347312
2007-04-26,0.0,2.5241352186771392e-11,1.2563509917870802e-12,0.0,0.04423293686342549,5.5063730452628866e-11,1.0160424438017556e-09,1.0887774623587099
2007-04-27,0.0,2.5221117925598998e-11,1.2560006775114472e-12,0.0,0.04413849698922766,5.505117968527377e-11,1.0160424438017556e-09,1.0891846180132128
2007-04-30,0.0,2.501196859667118e-11,1.2620911827203354e-12,0.0,0.04397739228460518,5.56278553975568e-11,1.0204542066159953e-09,1.0899975465768648
2007-05-01,0.0,0.013910035370310297,2.324728977276637e-11,1.231223463628322e-11,0.05066840208655678,1.2945378765367123e-10,4.0646044197275396e-10,1.068890338470753
2007-05-02,0.0,0.013991434325647383,2.324078317156946e-11,1.2556808786576448e-11,0.051052848409441964,1.293806486573892e-10,4.059706833223279e-10,1.0694230902416222
2007-05-03,0.0,0.014067217798681156,2.3208251645703482e-11,1.2662354204659022e-11,0.05112331855710489,1.2908811866953465e-10,4.05529720498085e-10,1.0686224827192883
2007-05-04,0.0,0.01412054512470416,2.3264624921360133e-11,1.2658295979939395e-11,0.05160386088977889,1.296147714373124e-10,4.0655832486445164e-10,1.0691558511010035
2007-05-07,0.0,0.014123352384005609,2.3292840421500407e-11,1.2740502461616505e-11,0.05168075015435593,1.2996580395643475e-10,4.0690169603632833e-10,1.0691558511010035
2007-05-08,0.0,0.01410464695900007,2.327981389803954e-11,1.257507671819707e-11,0.05125787087738158,1.2967311798493883e-10,4.0690169603632833e-10,1.0696904527044104
2007-05-09,0.0,0.01414300512651658,2.324295006514368e-11,1.2778045579232821e-11,0.05153979039536448,1.2916122300278528e-10,4.0557854280057094e-10,1.068890338470753
2007-05-10,0.0,0.01399516770104519,2.3253784533014782e-11,1.2465473864779174e-11,0.050521042674316806,1.294685021105062e-10,4.0660762374038924e-10,1.0698241339358043
2007-05-11,0.0,0.014114933497202498,2.322993242239418e-11,1.2782110119026899e-11,0.05137320866698026,1.29014841021127e-10,4.0577486458632666e-10,1.0694230902416222
2007-05-14,0.0,0.014084065209291502,2.3206080311773577e-11,1.2655248956516371e-11,0.051180997183737025,1.2867840163822965e-10,4.051865876129341e-10,1.0686224827192883
2007-05-15,0.0,0.014087803403191374,2.3154037863028242e-11,1.2670470654098278e-11,0.05127068964754421,1.286345789007654e-10,4.0513784473935676e-10,1.068890338470753
2007-05-16,0.0,0.014184176335537015,2.320825164570348e-11,1.2854163539754028e-11,0.05134757891212124,1.2854685543401622e-10,4.048925417932979e-10,1.0699565819455066
2007-05-17,0.0,0.014156100851421282,2.313884592611171e-11,1.2807482509405867e-11,0.05108488560301572,1.280201940004806e-10,4.0381490331402234e-10,1.0692897789767357
