,cash,SPY,LQD,EEM,EFA,TLT,IEF,SHY
2015-06-10,0.0,0.42339004975206823,0.0,1.2057411616660982e-15,1.9996312836707009,0.0,1.112862037779488e-15,5.432256913562411e-16
2015-06-11,0.0,0.4247548303059162,0.0,1.1997779597906625e-15,2.0050397901984502,0.0,1.1216537887829934e-15,5.433540496257603e-16
2015-06-12,0.0,0.4215033384306011,0.0,1.1997779597906625e-15,1.989114456352741,0.0,1.1210098535430795e-15,5.43225691356241e-16
2015-06-15,0.0,0.41969703180873774,0.0,1.1863611874270296e-15,1.9770961266524154,0.0,1.123690513042325e-15,5.434821443259378e-16
2015-06-16,0.0,0.4219852068043794,0.0,1.186659234573822e-15,1.9764950380589974,0.0,1.127979035379883e-15,5.436748135148878e-16
2015-06-17,0.0,0.4226675970813034,0.0,1.1938152894304237e-15,1.9719876624385366,0.0,1.1286224193840374e-15,5.440595720402356e-16
2015-06-18,0.0,0.4270630190039832,0.0,1.2048468873469218e-15,1.9897156883698275,0.0,1.1277646046693738e-15,5.441881938790969e-16
2015-06-19,0.0,0.42516721054505,0.0,1.1944113837240086e-15,1.98490798358816,0.0,1.1337688483088856e-15,5.443167630040897e-16
2015-06-22,0.0,0.42734534516634276,0.0,1.2117042306627348e-15,2.0224669132738615,0.0,1.1242265898185978e-15,5.439314246261898e-16
2015-06-23,0.0,0.42764785997607896,0.0,1.2236302357772087e-15,2.0278752763779426,0.0,1.1207958821957032e-15,5.4380311907053875e-16
2015-06-24,0.0,0.4245420272671913,0.0,1.2149840780654442e-15,2.010448440149868,0.0,1.1241197419538498e-15,5.440595720402355e-16
2015-06-25,0.0,0.42325117844975,0.0,1.2108086275555657e-15,2.009562081880404,0.0,1.121332050844603e-15,5.439314246261897e-16
2015-06-26,0.0,0.42317049383822425,0.0,1.1993944715759312e-15,2.0086456046406185,0.0,1.115971558699752e-15,5.436104498815887e-16
2015-06-29,0.0,0.4142965161520211,0.0,1.1726609845845257e-15,1.9469253803866018,0.0,1.1289440654498012e-15,5.445090104820926e-16
2015-06-30,0.0,0.4151636482974863,0.0,1.1900827239585566e-15,1.939898050915901,0.0,1.1258346364021641e-15,5.445090104820926e-16
2015-07-01,0.0,1.168226309541198,1.5284509049822284e-15,0.0,1.2026904978450252,0.0,9.757819770118632e-16,3.063071137532498e-15
2015-07-02,0.0,1.1671566014697292,1.5342970958328175e-15,0.0,1.2041962250686251,0.0,9.792436501075346e-16,3.067769878694907e-15
2015-07-06,0.0,1.1638349586561323,1.5404106690461194e-15,0.0,1.1799164950675682,0.0,9.861665960684405e-16,3.0684928532699217e-15
2015-07-07,0.0,1.1711542349300244,1.5467884804269005e-15,0.0,1.180292948960648,0.0,9.887858641403215e-16,3.0681322563451917e-15
2015-07-08,0.0,1.1515053815292327,1.54891458524424e-15,0.0,1.15281375843765,0.0,9.92715406616842e-16,3.0713835644196098e-15
2015-07-09,0.0,1.1535884407001802,1.5386826193454246e-15,0.0,1.17182313393559,0.0,9.857922205176738e-16,3.069216718207713e-15
2015-07-10,0.0,1.1681138886144031,1.5288490858666822e-15,0.0,1.2102192223117432,0.0,9.789629284790252e-16,3.0663239295448787e-15
2015-07-13,0.0,1.1810068401164153,1.5255269291822679e-15,0.0,1.2147362272851037,0.0,9.763432601767072e-16,3.0648782771824422e-15
2015-07-14,0.0,1.1861300502581937,1.5268561691594616e-15,0.0,1.2248997756085027,0.0,9.794306377676995e-16,3.0663239295448787e-15
2015-07-15,0.0,1.1857354537818667,1.5308426314129494e-15,0.0,1.220382505588984,0.0,9.831723120770938e-16,3.0674101721329547e-15
2015-07-16,0.0,1.195250600843082,1.5332344836114802e-15,0.0,1.230922596154182,0.0,9.827989771254633e-16,3.0659639261953332e-15
2015-07-17,0.0,1.1962638542701656,1.5342970958328173e-15,0.0,1.228852143916603,0.0,9.828923909094585e-16,3.0652406548327264e-15
2015-07-20,0.0,1.1968830972552926,1.5307098206062587e-15,0.0,1.2320519578334215,0.0,9.809274195559796e-16,3.0634335151827825e-15
2015-07-21,0.0,1.1921538975554704,1.5338986634127444e-15,0.0,1.2284757783722426,0.0,9.836407417805545e-16,3.0637932217447357e-15
2015-07-22,0.0,1.1900146767573228,1.5358927120302492e-15,0.0,1.2190650494862838,0.0,9.84856801940325e-16,3.0634335151827825e-15
2015-07-23,0.0,1.1833148388133483,1.5404106690461194e-15,0.0,1.2158655006156236,0.0,9.88879037786054e-16,3.0637932217447357e-15
2015-07-24,0.0,1.1710415209860439,1.5397457346379992e-15,0.0,1.2025024917702833,0.0,9.898154169164514e-16,3.0645158995321577e-15
2015-07-27,0.0,1.164229262115274,1.5398785454446901e-15,0.0,1.1936562228521457,0.0,9.93089542029346e-16,3.0666851200447933e-15
2015-07-28,0.0,1.178529379813931,1.5386826193454248e-15,0.0,1.208713495088143,0.0,9.902830461590383e-16,3.0659639261953332e-15
2015-07-29,0.0,1.1866367746441306,1.5373535051360404e-15,0.0,1.213042228940604,0.0,9.88879037786054e-16,3.0652406548327264e-15
2015-07-30,0.0,1.1869180711421063,1.5381512503508517e-15,0.0,1.2121011383822642,0.0,9.900023245305288e-16,3.0637932217447357e-15
2015-07-31,0.0,1.1851166991587152,1.5461240490900178e-15,0.0,1.2192532322584637,0.0,9.958026241156592e-16,3.0670472009074856e-15
2015-08-03,0.0,1.904790490931482,0.0,0.0,0.49238234650346935,0.0,1.1734217577252615e-15,1.5629063533727474e-15
2015-08-04,0.0,1.9010680668426798,0.0,0.0,0.49276332420812013,0.0,1.1673669961845307e-15,1.5605118506454382e-15
2015-08-05,0.0,1.9073331182859774,0.0,0.0,0.4953544734155075,0.0,1.1628538775328727e-15,1.5606962990181693e-15
2015-08-06,0.0,1.8917164844235832,0.0,0.0,0.4932968360848489,0.0,1.1669272790838044e-15,1.5610641374532965e-15
2015-08-07,0.0,1.8880844746639522,0.0,0.0,0.49238234650346935,0.0,1.171550138936606e-15,1.5603277046470884e-15
2015-08-10,0.0,1.9118728942111365,0.0,0.0,0.4984027600959213,0.0,1.1667067622743086e-15,1.5603277046470884e-15
2015-08-11,0.0,1.894621399159775,0.0,0.0,0.49078191819094613,0.0,1.1744123436831421e-15,1.5623537641905074e-15
2015-08-12,0.0,1.8968910508479753,0.0,0.0,0.48727627940217916,0.0,1.1739721563973212e-15,1.5623537641905074e-15
2015-08-13,0.0,1.894530827314351,0.0,0.0,0.486971533011013,0.0,1.170889810989365e-15,1.5610641374532965e-15
2015-08-14,0.0,1.9014312993218936,0.0,0.0,0.4877336315105323,0.0,1.1696788022590073e-15,1.5603277046470884e-15
2015-08-17,0.0,1.9120545104507436,0.0,0.0,0.4868191777017071,0.0,1.171770279598026e-15,1.5612487370132185e-15
2015-08-18,0.0,1.9065157664496202,0.0,0.0,0.48316111205852535,0.0,1.169899319068503e-15,1.5610641374532965e-15
2015-08-19,0.0,1.8914441388222993,0.0,0.0,0.4788934463153479,0.0,1.1770541256572011e-15,1.5625389684991927e-15
2015-08-20,0.0,1.8519475684697793,0.0,0.0,0.46730975660347035,0.0,1.1802466824513957e-15,1.5619859257553806e-15
2015-08-21,0.0,1.796199416239379,0.0,0.0,0.45664059224552683,0.0,1.1849797536904357e-15,1.5636433909277185e-15
2015-08-24,0.0,1.720567672371468,0.0,0.0,0.4408655038765109,0.0,1.1869613017542729e-15,1.5643802772954988e-15
2015-08-25,0.0,1.7003205332222375,0.0,0.0,0.44505693830620374,0.0,1.1804666350387779e-15,1.5636433909277185e-15
2015-08-26,0.0,1.7656020416275937,0.0,0.0,0.45557364003717804,0.0,1.1732016170638413e-15,1.5627228121231607e-15
2015-08-27,0.0,1.8092745253610478,0.0,0.0,0.4611368803840491,0.0,1.1725407248944865e-15,1.5629063533727474e-15
2015-08-28,0.0,1.8093647821739658,0.0,0.0,0.4604510131980144,0.0,1.1727611476669635e-15,1.5621700717537302e-15
2015-08-31,0.0,1.7947468013550298,0.0,0.0,0.4570215699501776,0.0,1.1707799757512023e-15,1.5616183896946347e-15
2015-09-01,0.0,0.0,1.0602749262742127e-16,2.1962837758537263e-16,2.1828817201731767,9.845410029689117e-17,0.0,0.0
2015-09-02,0.0,0.0,1.0587129906195303e-16,2.2280160883712254e-16,2.215270589900756,9.760693483322615e-17,0.0,0.0
2015-09-03,0.0,0.0,1.0637654881058619e-16,2.23679306967648e-16,2.220543069149894,9.808294667705348e-17,0.0,0.0
2015-09-04,0.0,0.0,1.0661539901853641e-16,2.1699523839270741e-16,2.1696996381180544,9.897848411076784e-17,0.0,0.0
2015-09-08,0.0,0.0,1.0611936407652172e-16,2.2388180788898817e-16,2.2333478889089577,9.751820535278774e-17,0.0,0.0
2015-09-09,0.0,0.0,1.0634901676642124e-16,2.227340786626166e-16,2.2243091510116293,9.798611717332851e-17,0.0,0.0
2015-09-10,0.0,0.0,1.0613767266978431e-16,2.250296267175373e-16,2.2389974536676993,9.732455347564e-17,0.0,0.0
2015-09-11,0.0,0.0,1.0621121823705442e-16,2.2590729498067025e-16,2.2386208985174623,9.793773094267479e-17,0.0,0.0
2015-09-14,0.0,0.0,1.0620202936328761e-16,2.255697486440145e-16,2.2216730881735156,9.80910110488291e-17,0.0,0.0
2015-09-15,0.0,0.0,1.0540279616410328e-16,2.277302214162271e-16,2.236737769193367,9.621116391914883e-17,0.0,0.0
2015-09-16,0.0,0.0,1.0559572793607103e-16,2.332664711626186e-16,2.2710101218179526,9.584808893169114e-17,0.0,0.0
2015-09-17,0.0,0.0,1.0646843754825442e-16,2.32726438838319e-16,2.2721399640551185,9.701797187242479e-17,0.0,0.0
2015-09-18,0.0,0.0,1.0678993575440276e-16,2.2840538875801994e-16,2.215270589900756,9.851061507204022e-17,0.0,0.0
2015-09-21,0.0,0.0,1.0624796508783784e-16,2.280003421142508e-16,2.214140394090679,9.690502075545076e-17,0.0,0.0
2015-09-22,0.0,0.0,1.0670726182335299e-16,2.237468371421539e-16,2.161413833734744,9.825240543887435e-17,0.0,0.0
2015-09-23,0.0,0.0,1.0664293970698523e-16,2.2016849951184985e-16,2.151245430386705,9.82442982852856e-17,0.0,0.0
2015-09-24,0.0,0.0,1.0666131745451888e-16,2.1922331600790725e-16,2.1452198408370933,9.89139406153541e-17,0.0,0.0
2015-09-25,0.0,0.0,1.0633982789265442e-16,2.187507093222397e-16,2.1640502501457686,9.805878208293535e-17,0.0,0.0
2015-09-28,0.0,0.0,1.0652353621371984e-16,2.1409206810419613e-16,2.121492446710784,9.973689157278567e-17,0.0,0.0
2015-09-29,0.0,0.0,1.066613174545189e-16,2.1510482658373345e-16,2.118479651935978,1.0001928719097622e-16,0.0,0.0
2015-09-30,0.0,0.0,1.0664293970698527e-16,2.213162436719177e-16,2.1587779476830864,9.967233381676758e-17,0.0,0.0
2015-10-01,0.0,2.1655568243196277,0.0,0.0,0.0,0.0,3.0053138093672324e-16,4.883634940221752e-16
2015-10-02,0.0,2.1979055117434987,0.0,0.0,0.0,0.0,3.019811964378259e-16,4.890532697059104e-16
2015-10-05,0.0,2.2370172092158285,0.0,0.0,0.0,0.0,3.0030834518380207e-16,4.887086647135578e-16
2015-10-06,0.0,2.2293523607452146,0.0,0.0,0.0,0.0,3.009216994405577e-16,4.886509162709268e-16
2015-10-07,0.0,2.247612254440741,0.0,0.0,0.0,0.0,3.0016898642367285e-16,4.88535937943109e-16
2015-10-08,0.0,2.2679005064684103,0.0,0.0,0.0,0.0,2.9938827818133353e-16,4.884209124737054e-16
2015-10-09,0.0,2.26925229145451,0.0,0.0,0.0,0.0,2.9955551344246667e-16,4.884209124737054e-16
2015-10-12,0.0,2.271394644030696,0.0,0.0,0.0,0.0,3.005593286723975e-16,4.883060755706451e-16
2015-10-13,0.0,2.2570800016379593,0.0,0.0,0.0,0.0,3.008381411722165e-16,4.884785194915789e-16
2015-10-14,0.0,2.2462594968075082,0.0,0.0,0.0,0.0,3.0248302094567594e-16,4.891681066089707e-16
2015-10-15,0.0,2.280749953219285,0.0,0.0,0.0,0.0,3.014514954289721e-16,4.888807786433908e-16
2015-10-16,0.0,2.2911193443092315,0.0,0.0,0.0,0.0,3.01200559430157e-16,4.886509162709268e-16
2015-10-19,0.0,2.2922462532780723,0.0,0.0,0.0,0.0,3.01061248159808e-16,4.888232187671031e-16
2015-10-20,0.0,2.289316056523774,0.0,0.0,0.0,0.0,3.000295564288733e-16,4.885359379431091e-16
2015-10-21,0.0,2.2751140466690933,0.0,0.0,0.0,0.0,3.01061248159808e-16,4.887086647135578e-16
2015-10-22,0.0,2.3135491707953797,0.0,0.0,0.0,0.0,3.0136788967085064e-16,4.888807786433908e-16
2015-10-23,0.0,2.338909194035826,0.0,0.0,0.0,0.0,2.9966713817093283e-16,4.884785194915789e-16
2015-10-26,0.0,2.3331614330652855,0.0,0.0,0.0,0.0,3.0044782266838204e-16,4.884785194915789e-16
2015-10-27,0.0,2.328653019072215,0.0,0.0,0.0,0.0,3.01200559430157e-16,4.886509162709269e-16
2015-10-28,0.0,2.3551399512815028,0.0,0.0,0.0,0.0,2.9963921418014866e-16,4.88018559038722e-16
2015-10-29,0.0,2.353787582707123,0.0,0.0,0.0,0.0,2.97798985195651e-16,4.876738126216119e-16
2015-10-30,0.0,2.343643067634435,0.0,0.0,0.0,0.0,2.9838451044118294e-16,4.876738126216119e-16
2015-11-02,0.0,2.371371097586033,0.0,4.344038807576562e-15,1.3163753962353219e-16,1.3163753962353219e-16,0.0,0.0
2015-11-03,0.0,2.378245962054841,0.0,4.4014546054647406e-15,1.3159486969539802e-16,1.3055806555023645e-16,0.0,0.0
2015-11-04,0.0,2.371032421854158,0.0,4.366027629588733e-15,1.3086936072013646e-16,1.3070918071130183e-16,0.0,0.0
2015-11-05,0.0,2.36866597137842,0.0,4.373358317750032e-15,1.3063466609898346e-16,1.303638044838681e-16,0.0,0.0
2015-11-06,0.0,2.3674260408126697,0.0,4.312277986399136e-15,1.3003717692453948e-16,1.2845320652403133e-16,0.0,0.0
2015-11-09,0.0,2.345334500999543,0.0,4.2047762681661464e-15,1.2869285382718193e-16,1.2772998539802222e-16,0.0,0.0
2015-11-10,0.0,2.350744558885342,0.0,4.186451709410716e-15,1.2860748392166843e-16,1.281077543020484e-16,0.0,0.0
2015-11-11,0.0,2.3415018822348097,0.0,4.195003728588937e-15,1.2926898800472873e-16,1.2783792615582872e-16,0.0,0.0
2015-11-12,0.0,2.3088152971967704,0.0,4.154690077615358e-15,1.275832453838075e-16,1.284532065240313e-16,0.0,0.0
2015-11-13,0.0,2.2828907495600563,0.0,4.097275090345111e-15,1.2651631688498228e-16,1.2918722837534414e-16,0.0,0.0
2015-11-16,0.0,2.317607054636225,0.0,4.176678899627529e-15,1.281167096332201e-16,1.2906846789359663e-16,0.0,0.0
2015-11-17,0.0,2.315916399388824,0.0,4.164463157604523e-15,1.2845811914036875e-16,1.2928438740648426e-16,0.0,0.0
2015-11-18,0.0,2.3526598956205755,0.0,4.209661862439809e-15,1.296317424923595e-16,1.2955417755542933e-16,0.0,0.0
2015-11-19,0.0,2.3506317318178596,0.0,4.247532581173568e-15,1.3029324657541977e-16,1.3041781760970526e-16,0.0,0.0
2015-11-20,0.0,2.3591974460634955,0.0,4.290288623975011e-15,1.2999449697999023e-16,1.3001836176120382e-16,0.0,0.0
2015-11-23,0.0,2.3564932925030164,0.0,4.2499763240313186e-15,1.2918362811563025e-16,1.3041781760970526e-16,0.0,0.0
2015-11-24,0.0,2.359648754333427,0.0,4.271964875837513e-15,1.2920496307969735e-16,1.3040698838644562e-16,0.0,0.0
2015-11-25,0.0,2.3593104676604053,0.0,4.23898137261328e-15,1.295037026587118e-16,1.3070918071130183e-16,0.0,0.0
2015-11-27,0.0,2.3620157883974446,0.0,4.146139409467025e-15,1.2952504763919393e-16,1.3057971449743708e-16,0.0,0.0
2015-11-30,0.0,2.352210338115485,0.0,4.1522471453755405e-15,1.2941834276961335e-16,1.3109781683586224e-16,0.0,0.0
2015-12-01,0.0,2.374639581013357,2.7187663985906156e-15,0.0,0.0,0.0,3.7897955859141917e-16,4.778437912674416e-16
2015-12-02,0.0,2.350406077682898,2.7122282545419166e-15,0.0,0.0,0.0,3.779149630623072e-16,4.774482099661794e-16
2015-12-03,0.0,2.31749403303932,2.6762745612890437e-15,0.0,0.0,0.0,3.739406558622052e-16,4.774482099661794e-16
2015-12-04,0.0,2.3626917781552117,2.6907497020343873e-15,0.0,0.0,0.0,3.753246662033968e-16,4.775613257612285e-16
2015-12-07,0.0,2.3483775248213283,2.6954193692823887e-15,0.0,0.0,0.0,3.765309527211157e-16,4.775047678637039e-16
2015-12-08,0.0,2.332597103198449,2.691917009935406e-15,0.0,0.0,0.0,3.767439561847455e-16,4.774482099661794e-16
2015-12-09,0.0,2.314450620158685,2.6912162766796535e-15,0.0,0.0,0.0,3.7731162397282354e-16,4.776177448095774e-16
2015-12-10,0.0,2.3204246188524715,2.6849127268853673e-15,0.0,0.0,0.0,3.7649555256980523e-16,4.773352793033644e-16
2015-12-11,0.0,2.275452527871545,2.6895813050235526e-15,0.0,0.0,0.0,3.7951167558924515e-16,4.779002103157905e-16
2015-12-14,0.0,2.2869484388714794,2.669737070706235e-15,0.0,0.0,0.0,3.7670855603343503e-16,4.773352793033644e-16
2015-12-15,0.0,2.310956871655253,2.669970358028868e-15,0.0,0.0,0.0,3.7575040198056124e-16,4.772787676888983e-16
2015-12-16,0.0,2.344770365662133,2.669503129917712e-15,0.0,0.0,0.0,3.7475678752080033e-16,4.768833715198703e-16
2015-12-17,0.0,2.309040562272886,2.6725386967974646e-15,0.0,0.0,0.0,3.76318130024216e-16,4.768833715198703e-16
2015-12-18,0.0,2.2679047861158006,2.6725386967974646e-15,0.0,0.0,0.0,3.7766661970294378e-16,4.775047678637039e-16
2015-12-21,0.0,2.286612875610431,2.674406520132273e-15,0.0,0.0,0.0,3.7784398199295627e-16,4.774482099661794e-16
2015-12-22,0.0,2.3073621623793663,2.6709035073194004e-15,0.0,0.0,0.0,3.76779537102786e-16,4.773352793033644e-16
2015-12-23,0.0,2.3359354226899516,2.673239430053217e-15,0.0,0.0,0.0,3.7592773414278537e-16,4.771658370260834e-16
2015-12-24,0.0,2.332080433041148,2.6819492590754478e-15,0.0,0.0,0.0,3.766173290903132e-16,4.773524503180794e-16
2015-12-28,0.0,2.326751299396854,2.678671256350605e-15,0.0,0.0,0.0,3.7668828003187583e-16,4.770697071135151e-16
2015-12-29,0.0,2.3515822025966924,2.664856769619777e-15,0.0,0.0,0.0,3.7469821910024914e-16,4.769565450354074e-16
2015-12-30,0.0,2.3349145322586597,2.664856769619777e-15,0.0,0.0,0.0,3.7484018123895117e-16,4.770697071135151e-16
2015-12-31,0.0,2.311557773054312,2.669305347575087e-15,0.0,0.0,0.0,3.7526664008303594e-16,4.768435680895339e-16
2016-01-04,0.0,2.279243517338969,1.6289891816422948e-15,9.489257368790067e-16,8.224023052951392e-16,0.0,3.637548658036192e-16,0.0
2016-01-05,0.0,2.2830985069877725,1.6298470289079303e-15,9.510471008237771e-16,8.211222981017528e-16,0.0,3.636519820607025e-16,0.0
2016-01-06,0.0,2.254298814424515,1.6362803514018938e-15,9.328627648646942e-16,8.076099491557261e-16,0.0,3.6584737806274886e-16,0.0
2016-01-07,0.0,2.200214965097221,1.6375672552999233e-15,9.040706850702634e-16,7.908263015774602e-16,0.0,3.66636279436855e-16,0.0
2016-01-08,0.0,2.1760639422436805,1.6388537601992248e-15,8.943722009380463e-16,7.812963369558003e-16,0.0,3.6756249483980586e-16,0.0
2016-01-11,0.0,2.1782183556443213,1.633563835060714e-15,8.940691583756454e-16,7.84567834141379e-16,0.0,3.663960816650935e-16,0.0
2016-01-12,0.0,2.195792727640177,1.6372809072126498e-15,8.958877437898709e-16,7.882660224529019e-16,0.0,3.680427740647952e-16,0.0
2016-01-13,0.0,2.141028608907733,1.6422835532668547e-15,8.864922362120908e-16,7.760336807002617e-16,0.0,3.6948337910269623e-16,0.0
2016-01-14,0.0,2.1761777419582975,1.6341358662373805e-15,8.980091077346415e-16,7.859901378945266e-16,0.0,3.68728820775618e-16,0.0
2016-01-15,0.0,2.129462667314189,1.6317058309830503e-15,8.625495635036784e-16,7.575432024337723e-16,0.0,3.7044402479157513e-16,0.0
2016-01-19,0.0,2.132297544649407,1.624414661223451e-15,8.75278605275833e-16,7.645126893775345e-16,0.0,3.699637164869524e-16,0.0
2016-01-20,0.0,2.104972190611066,1.6268450954765096e-15,8.561849436056554e-16,7.471600541135631e-16,0.0,3.7178174608655954e-16,0.0
2016-01-21,0.0,2.1167639808690026,1.6221277335129696e-15,8.595186758239215e-16,7.527072373041779e-16,0.0,3.708555016039753e-16,0.0
2016-01-22,0.0,2.1601899519665615,1.6231277573254217e-15,8.8891677473519e-16,7.748958376977437e-16,0.0,3.7003228626247465e-16,0.0
2016-01-25,0.0,2.127535464283927,1.6214127277920307e-15,8.737631944399363e-16,7.645126893775345e-16,0.0,3.712672982923426e-16,0.0
2016-01-26,0.0,2.1565617836292836,1.6259864502134177e-15,8.864922362120907e-16,7.781673348833223e-16,0.0,3.7154157739443146e-16,0.0
2016-01-27,0.0,2.1330914192397468,1.6215562343346076e-15,8.834616125641895e-16,7.731890731939667e-16,0.0,3.718161182132208e-16,0.0
2016-01-28,0.0,2.144202940092533,1.6234142384122714e-15,8.974030226098396e-16,7.754648253834491e-16,0.0,3.722964846771103e-16,0.0
2016-01-29,0.0,2.1964731915747544,1.6318488055273232e-15,9.264979469427796e-16,7.891194708892369e-16,0.0,3.7428590963588957e-16,0.0
2016-02-01,0.0,0.3136684738549169,0.3136684738549169,0.3136684738549169,0.3136684738549169,0.3136684738549169,0.3136684738549169,0.3136684738549169
2016-02-02,0.0,0.3080154765050947,0.3142490086116743,0.3035167010182819,0.30636727412033793,0.31948760459023157,0.3158903898759697,0.31407506924325135
2016-02-03,0.0,0.3098620054031145,0.31347489387859573,0.3121145937787547,0.3089141479129729,0.3168380558395298,0.3155442444565253,0.3141489131396068
2016-02-04,0.0,0.3103479954908334,0.313613205591937,0.3144971467241773,0.3093103768564738,0.3183733776145829,0.31629462109087225,0.314222938619314
2016-02-05,0.0,0.30443585715473614,0.3135578860359057,0.31087151679126473,0.3045561299232922,0.3187448732425731,0.31669853476357934,0.31414891313960686
2016-02-08,0.0,0.30033776130240064,0.3151890563663212,0.3066244160482066,0.29889623188282527,0.32560407044571005,0.3190647370730138,0.31451891948257493
2016-02-09,0.0,0.3003539906145706,0.314110799484436,0.30237717993794966,0.29544373331915913,0.32595070151091265,0.31912233434201737,0.3144078509991222
2016-02-10,0.0,0.3000949052081317,0.3144979081440268,0.3036203020478393,0.29510415365830833,0.3288232299427104,0.3200748143706543,0.3144078509991222
2016-02-11,0.0,0.29619117204298206,0.3155485437176849,0.2985443930683219,0.2908026796062611,0.3311261692872364,0.3215463781836828,0.31470368054292336
2016-02-12,0.0,0.30229772864610144,0.31377893344129937,0.30372385795499707,0.29589653253654763,0.32562884837239037,0.31909358456016107,0.3143337952555231
2016-02-16,0.0,0.3074000131889517,0.3122860235311736,0.31045713523423496,0.30189593122910285,0.3221867308533208,0.31814139764739696,0.3141489131396068
2016-02-17,0.0,0.3124212901205428,0.31220300572733795,0.3165689191421275,0.30710300371592714,0.320205882896612,0.31736214909958,0.314222938619314
2016-02-18,0.0,0.3111416755517468,0.3147465768576477,0.3147043262220923,0.3055182722957027,0.3241431257687515,0.3188338594705449,0.31448190674272136
2016-02-19,0.0,0.31099583406156217,0.3145255038057282,0.3132540922978872,0.3051786662985978,0.324415553008074,0.3188338594705449,0.3141859258794605
2016-02-22,0.0,0.3154988290206031,0.315161358118517,0.32102328962789994,0.30863116486226394,0.3242420642032582,0.31851646383295684,0.3142229386193141
2016-02-23,0.0,0.3115142549837029,0.3157972637243573,0.3141864338803045,0.3035938822058651,0.3255544712742957,0.31915137723974657,0.3142599816230597
2016-02-24,0.0,0.3129395998830111,0.3161014571662154,0.3134613169182019,0.30251854661317096,0.3249106567021171,0.31915137723974657,0.3143337952555232
2016-02-25,0.0,0.31672978344280744,0.3178710417960753,0.3144971467241774,0.30614088767977077,0.32607459114431414,0.3201034908735425,0.31440785099912233
2016-02-26,0.0,0.31600096505073766,0.31776040268401257,0.31138947681665224,0.30534856147403977,0.3229297437683279,0.31854536017274954,0.31400125561078795
2016-02-29,0.0,0.3135226879445686,0.31798155267550926,0.3140827877283474,0.3035373382682316,0.3243411325919258,0.31906473707301386,0.31418592587946054
2016-03-01,0.0,0.3971456474823096,0.0,0.0,5.712652573208743e-13,8.886169577948522e-12,1.8256958833256711,0.0
2016-03-02,0.0,0.3989298140772969,0.0,0.0,5.752100477180872e-13,8.922839735568565e-12,1.822529569633379,0.0
2016-03-03,0.0,0.40049344908275053,0.0,0.0,5.808158380858942e-13,8.955359523336079e-12,1.8246962765293682,0.0
2016-03-04,0.0,0.4017964495926511,0.0,0.0,5.85071951254307e-13,8.897932684120569e-12,1.8185295928885894,0.0
2016-03-07,0.0,0.40211713526651444,0.0,0.0,5.843453060336461e-13,8.895160737205527e-12,1.8148637575362505,0.0
2016-03-08,0.0,0.397727002045299,0.0,0.0,5.786357575102864e-13,8.993414144309636e-12,1.8253635732309026,0.0
2016-03-09,0.0,0.3996915629302276,0.0,0.0,5.808158380858943e-13,8.938753211593141e-12,1.8181967193176107,0.0
2016-03-10,0.0,0.40001235178480976,0.0,0.0,5.798814350314194e-13,8.902082449931494e-12,1.811697302974906,0.0
2016-03-11,0.0,0.40646744073029395,0.0,0.0,5.950377578597045e-13,8.812132198698853e-12,1.8065312122137975,0.0
2016-03-14,0.0,0.4059461717391879,0.0,0.0,5.937919354249464e-13,8.83981119706189e-12,1.8078643969263415,0.0
2016-03-15,0.0,0.4052846801513057,0.0,0.0,5.881861933616812e-13,8.848111332725345e-12,1.8075308190101005,0.0
2016-03-16,0.0,0.40763011546269967,0.0,0.0,5.933767095845688e-13,8.87441070006769e-12,1.817030041825082,0.0
2016-03-17,0.0,0.4102161682102099,0.0,0.0,5.979442904378064e-13,8.911076025354912e-12,1.8190302415010555,0.0
2016-03-18,0.0,0.4118281949727555,0.0,0.0,5.969063224459456e-13,8.929760240211325e-12,1.8221966960624003,0.0
2016-03-21,0.0,0.41241236980872387,0.0,0.0,5.959719676960124e-13,8.861259506292509e-12,1.817030041825082,0.0
2016-03-22,0.0,0.4121908064120028,0.0,0.0,5.949338547905266e-13,8.859184623387047e-12,1.8131969949074653,0.0
2016-03-23,0.0,0.4094706187301224,0.0,0.0,5.889129351914254e-13,8.959511101271812e-12,1.8215302445751806,0.0
2016-03-24,0.0,0.40928919263299357,0.0,0.0,5.849680964896707e-13,8.962969239447583e-12,1.8196964112501703,0.0
2016-03-28,0.0,0.40953094505701604,0.0,0.0,5.884976127419643e-13,8.974732949661233e-12,1.8223627806752587,0.0
2016-03-29,0.0,0.41331925953935755,0.0,0.0,5.948300966349738e-13,9.068835382871213e-12,1.8346955844806065,0.0
2016-03-30,0.0,0.41513279824561455,0.0,0.0,5.992939193326588e-13,8.973349694390924e-12,1.8321954405374288,0.0
2016-03-31,0.0,0.41412527292063034,0.0,0.0,5.933767095845686e-13,9.037005410614044e-12,1.8388617867073067,0.0
2016-04-01,0.0,0.2138070551588325,1.8819320057863893,0.15953531317924716,0.0,0.0,9.769962616701378e-15,5.3831958976135036e-14
2016-04-04,0.0,0.2131147762560404,1.882090437311107,0.15761992202921848,0.0,0.0,9.781492751186603e-15,5.3869989003002086e-14
2016-04-05,0.0,0.2109861932340803,1.888106454655228,0.1545366605669261,0.0,0.0,9.820521968184445e-15,5.388900401643561e-14
2016-04-06,0.0,0.2132904914987928,1.8865231615469196,0.15640529986926824,0.0,0.0,9.799232283465508e-15,5.3869989003002086e-14
